HoV,MTR_cf_hat,riser_LAO_RHS_cf_hat,riser_LAO_LHS_cf_hat,riser_CAO_RHS_cf_hat,riser_CAO_LHS_cf_hat,riser_3302_2_3305_cf_hat,riser_3302_1_cf_hat,riser_3302_2_cf_hat,Early_Stopping_Reason,Final_MSELoss,Final_ErrorLoss,MaxEpochs
D2,0.8246197676927891,0.9734268999911003,1.0367698716050655,1.029903997380013,0.9182363040393577,0.940162535133614,1.0154251882713328,0.8890122248606818,ErrorConverged,0.46687535796485724,0.07887341379573383,6
