HoV,MTR_cf_hat,CLR610_cf_hat,CLR611_cf_hat,CLR612_cf_hat,CLR613_cf_hat,Early_Stopping_Reason,Final_MSELoss,Final_ErrorLoss,MaxEpochs
C6,1.1014899941032263,0.7758908181952677,1.0840565947897378,1.06667612724314,1.1242029507368805,ErrorConverged,0.5132197993629669,0.0571565453207585,8
J1,1.1226323102604652,0.9193395562192719,1.0719678197977642,1.057521434969616,0.9600166160493804,ErrorConverged,0.7022459343029243,0.04778306026844137,3
