HoV,TZ_Flow,MIXP,AMBP,AMBT,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R600_HD
FDDN_ASD386,1052.519102,3400,102726,299.15,131,136,120,125,151
FDDN_ASD387,765.4327961,1800,101525,295.15,131,136,120,125,151
FDDN_ASD388,915.8696986,2600,102226,294.15,131,136,120,125,151
FDDN_ASD389,1053.166901,3400,101925,296.15,131,136,120,125,151
FDDN_ASD390,759.485499,1800,102125,294.15,131,142,120,120,151
FDDN_ASD391,918.3059378,2600,101725,296.15,131,142,120,120,151
FDDN_ASD392,1041.101551,3400,102926,294.15,131,142,120,120,151
FDDN_ASD393,758.7196548,1800,102326,293.15,131,142,120,120,151
FDDN_ASD394,921.594923,2600,102025,298.15,131,142,120,120,151
FDDN_ASD395,1057.302656,3400,100824,296.15,131,142,120,120,151
FDDN_ASD396,758.8475159,1800,102726,293.15,135,145,120,125,151
FDDN_ASD397,923.2467988,2600,100724,294.15,135,145,120,125,151
FDDN_ASD398,1057.488019,3400,102226,299.15,135,145,120,125,151
FDDN_ASD399,760.855217,1800,103227,295.15,135,145,120,125,151
FDDN_ASD400,928.6703231,2600,100223,295.15,135,145,120,125,151
FDDN_ASD401,1052.704965,3400,102125,295.15,135,145,120,125,151
FDDN_ASD402,763.0910295,1800,101124,296.15,125,130,120,120,151
FDDN_ASD403,907.0351854,2600,102826,294.15,125,130,120,120,151
FDDN_ASD404,1041.453843,3400,102826,296.15,125,130,120,120,151
FDDN_ASD405,758.5335853,1800,103027,297.15,125,130,120,120,151
FDDN_ASD406,907.4570938,2600,102726,293.15,125,130,120,120,151
FDDN_ASD407,1043.289236,3400,102125,294.15,125,130,120,120,151
FDDN_ASD408,775.7770471,1800,100223,295.15,140,153,125,128,151
FDDN_ASD409,923.0211448,2600,102726,296.15,140,153,125,128,151
FDDN_ASD410,1064.113444,3400,102226,299.15,140,153,125,128,151
FDDN_ASD411,774.4452198,1800,100223,293.15,140,153,125,128,151
FDDN_ASD412,927.9783036,2600,102326,297.15,140,153,125,128,151
FDDN_ASD413,1065.975094,3400,102226,299.15,140,153,125,128,151
FDDN_ASD414,770.9743858,1800,101224,299.15,145,140,120,120,151
FDDN_ASD415,921.5292925,2600,100423,293.15,145,140,120,120,151
FDDN_ASD416,1055.031598,3400,102025,298.15,145,140,120,120,151
FDDN_ASD417,763.3295085,1800,101525,293.15,145,140,120,120,151
FDDN_ASD418,919.0816655,2600,102326,296.15,145,140,120,120,151
FDDN_ASD419,1061.726019,3400,101425,299.15,145,140,120,120,151
FDDN_ASD420,746.0791639,1800,102626,297.15,118,122,110,110,151
FDDN_ASD421,889.0785823,2600,103127,293.15,118,122,110,110,151
FDDN_ASD422,1032.619775,3400,101825,298.15,118,122,110,110,151
FDDN_ASD423,748.920491,1800,101825,296.15,118,122,110,110,151
FDDN_ASD424,906.2109458,2600,101625,299.15,118,122,110,110,151
FDDN_ASD425,1031.750673,3400,102326,298.15,118,122,110,110,151
FDDN_ASD426,769.9369814,1800,100323,295.15,131,145,120,125,151
FDDN_ASD427,923.2446816,2600,101925,298.15,131,145,120,125,151
FDDN_ASD428,1052.190023,3400,101725,295.15,131,145,120,125,151
FDDN_ASD429,767.1941099,1800,101024,294.15,131,145,120,125,151
FDDN_ASD430,913.4375939,2600,102726,293.15,131,145,120,125,151
FDDN_ASD431,1059.569554,3400,100323,294.15,131,145,120,125,151
FDDN_ASD432,766.2568999,1800,102826,296.15,131,136,120,120,152
FDDN_ASD433,920.8483948,2600,102626,295.15,131,136,120,120,152
FDDN_ASD434,1071.902137,3400,100523,299.15,131,136,120,120,152
FDDN_ASD435,768.6367019,1800,103227,298.15,131,136,120,120,152
FDDN_ASD436,923.0908375,2600,102826,296.15,131,136,120,120,152
FDDN_ASD437,1058.8017,3400,103027,298.15,131,136,120,120,152
FDDN_ASD438,765.4174134,1800,102226,296.15,131,136,114,120,152
FDDN_ASD439,931.8996448,2600,100423,298.15,131,136,114,120,152
FDDN_ASD440,1055.824944,3400,102426,298.15,131,136,114,120,152
FDDN_ASD441,774.4413866,1800,100523,297.15,131,136,114,120,152
FDDN_ASD442,935.0102151,2600,100423,299.15,131,136,114,120,152
FDDN_ASD443,1050.224723,3400,102826,295.15,131,136,114,120,152
FDDN_ASD444,783.4305565,1800,102526,299.15,145,153,130,130,152
FDDN_ASD445,948.2071219,2600,101224,299.15,145,153,130,130,152
FDDN_ASD446,1065.056861,3400,102926,293.15,145,153,130,130,152
FDDN_ASD447,780.4906753,1800,102626,296.15,145,153,130,130,152
FDDN_ASD448,945.9540063,2600,101725,298.15,145,153,130,130,152
FDDN_ASD449,1090.714787,3400,100523,299.15,145,153,130,130,152
FDDN_ASD450,767.3212973,1800,102526,294.15,131,140,120,125,152
FDDN_ASD451,919.4026955,2600,102926,293.15,131,140,120,125,152
FDDN_ASD452,1065.688046,3400,100323,293.15,131,140,120,125,152
FDDN_ASD453,777.3461796,1800,100924,296.15,131,140,120,125,152
FDDN_ASD454,923.4773455,2600,102726,294.15,131,140,120,125,152
FDDN_ASD455,1070.52912,3400,101124,297.15,131,140,120,125,152
FDDN_ASD456,768.2717041,1800,102125,294.15,131,136,120,125,152
FDDN_ASD457,937.4281113,2600,100223,297.15,131,136,120,125,152
FDDN_ASD458,1070.401225,3400,101324,299.15,131,136,120,125,152
FDDN_ASD459,769.5530836,1800,102826,296.15,131,136,120,125,152
FDDN_ASD460,933.3620385,2600,102125,299.15,131,136,120,125,152
FDDN_ASD461,1062.31948,3400,103227,299.15,131,136,120,125,152
FDDN_ASD462,780.9347253,1800,100223,299.15,131,142,120,120,152
FDDN_ASD463,933.5327176,2600,100423,296.15,131,142,120,120,152
FDDN_ASD464,1056.383381,3400,102326,295.15,131,142,120,120,152
FDDN_ASD465,767.6350711,1800,103027,296.15,131,142,120,120,152
FDDN_ASD466,925.2995375,2600,101525,293.15,131,142,120,120,152
FDDN_ASD467,1065.354623,3400,102326,299.15,131,142,120,120,152
FDDN_ASD468,778.7006643,1800,100223,295.15,135,145,120,125,152
FDDN_ASD469,926.5410746,2600,102025,294.15,135,145,120,125,152
FDDN_ASD470,1066.247001,3400,101224,295.15,135,145,120,125,152
FDDN_ASD471,784.1023884,1800,100523,299.15,135,145,120,125,152
FDDN_ASD472,927.8956426,2600,102426,295.15,135,145,120,125,152
FDDN_ASD473,1068.309156,3400,101525,296.15,135,145,120,125,152
FDDN_ASD474,776.401732,1800,100323,298.15,125,130,120,120,152
FDDN_ASD475,928.758181,2600,100724,296.15,125,130,120,120,152
FDDN_ASD476,1052.141951,3400,101725,293.15,125,130,120,120,152
FDDN_ASD477,760.969293,1800,103027,293.15,125,130,120,120,152
FDDN_ASD478,931.4661983,2600,100824,297.15,125,130,120,120,152
FDDN_ASD479,1064.439778,3400,100423,295.15,125,130,120,120,152
FDDN_ASD480,782.7645383,1800,101825,299.15,140,153,125,128,152
FDDN_ASD481,946.4489394,2600,100724,299.15,140,153,125,128,152
FDDN_ASD482,1063.041784,3400,103127,295.15,140,153,125,128,152
FDDN_ASD483,776.5433755,1800,102426,295.15,140,153,125,128,152
FDDN_ASD484,934.7652439,2600,102926,297.15,140,153,125,128,152
FDDN_ASD485,1074.515634,3400,100624,293.15,140,153,125,128,152
FDDN_ASD486,775.9298104,1800,101625,298.15,145,140,120,120,152
FDDN_ASD487,925.8801151,2600,102526,296.15,145,140,120,120,152
FDDN_ASD488,1068.454408,3400,101825,299.15,145,140,120,120,152
FDDN_ASD489,776.6046921,1800,102125,299.15,145,140,120,120,152
FDDN_ASD490,936.4998556,2600,100223,295.15,145,140,120,120,152
FDDN_ASD491,1064.265555,3400,100924,293.15,145,140,120,120,152
FDDN_ASD492,754.0008323,1800,102426,297.15,118,122,110,110,152
FDDN_ASD493,907.7189438,2600,102226,297.15,118,122,110,110,152
FDDN_ASD494,1041.521614,3400,102025,298.15,118,122,110,110,152
FDDN_ASD495,753.5711854,1800,102526,296.15,118,122,110,110,152
FDDN_ASD496,918.5923965,2600,100824,299.15,118,122,110,110,152
FDDN_ASD497,1039.112907,3400,102826,298.15,118,122,110,110,152
FDDN_ASD498,775.512139,1800,101224,296.15,131,145,120,125,152
FDDN_ASD499,933.0556894,2600,101825,298.15,131,145,120,125,152
FDDN_ASD500,1062.603285,3400,103127,299.15,131,145,120,125,152
FDDN_ASD501,774.9309891,1800,101725,296.15,131,145,120,125,152
FDDN_ASD502,929.1267015,2600,103027,298.15,131,145,120,125,152
FDDN_ASD503,1063.186991,3400,103027,298.15,131,145,120,125,152
FDDN_ASD504,770.9475208,1800,102526,293.15,131,136,120,120,153
FDDN_ASD505,936.6921866,2600,101825,297.15,131,136,120,120,153
FDDN_ASD506,1078.547458,3400,100223,296.15,131,136,120,120,153
FDDN_ASD507,781.1292441,1800,101925,298.15,131,136,120,120,153
FDDN_ASD508,933.8210338,2600,101425,293.15,131,136,120,120,153
FDDN_ASD509,1071.264854,3400,102626,298.15,131,136,120,120,153
FDDN_ASD510,769.8629703,1800,102326,294.15,131,136,114,120,153
FDDN_ASD511,937.3167035,2600,100523,296.15,131,136,114,120,153
FDDN_ASD512,1069.400763,3400,102125,299.15,131,136,114,120,153
FDDN_ASD513,772.4135349,1800,103027,297.15,131,136,114,120,153
FDDN_ASD514,936.4726161,2600,101725,298.15,131,136,114,120,153
FDDN_ASD515,1072.307862,3400,101925,299.15,131,136,114,120,153
FDDN_ASD516,789.6935604,1800,102626,298.15,145,153,130,130,153
FDDN_ASD517,949.8607143,2600,102226,297.15,145,153,130,130,153
FDDN_ASD518,1085.692521,3400,103127,299.15,145,153,130,130,153
FDDN_ASD519,799.4729695,1800,100824,299.15,145,153,130,130,153
FDDN_ASD520,951.0490575,2600,103027,299.15,145,153,130,130,153
FDDN_ASD521,1089.280484,3400,102826,299.15,145,153,130,130,153
FDDN_ASD522,780.2118041,1800,101825,296.15,131,140,120,125,153
FDDN_ASD523,941.8055808,2600,100724,295.15,131,140,120,125,153
FDDN_ASD524,1062.414619,3400,102926,293.15,131,140,120,125,153
FDDN_ASD525,781.8935836,1800,102426,298.15,131,140,120,125,153
FDDN_ASD526,931.2515611,2600,103027,294.15,131,140,120,125,153
FDDN_ASD527,1066.382642,3400,102526,293.15,131,140,120,125,153
FDDN_ASD528,779.862001,1800,101425,295.15,131,136,120,125,153
FDDN_ASD529,931.9000788,2600,102025,293.15,131,136,120,125,153
FDDN_ASD530,1072.190823,3400,102626,298.15,131,136,120,125,153
FDDN_ASD531,781.3798234,1800,101725,296.15,131,136,120,125,153
FDDN_ASD532,943.1497666,2600,101324,297.15,131,136,120,125,153
FDDN_ASD533,1087.740399,3400,100423,299.15,131,136,120,125,153
FDDN_ASD534,781.2124435,1800,102125,299.15,131,142,120,120,153
FDDN_ASD535,940.4225276,2600,100223,294.15,131,142,120,120,153
FDDN_ASD536,1065.618677,3400,103227,297.15,131,142,120,120,153
FDDN_ASD537,775.5806554,1800,102926,296.15,131,142,120,120,153
FDDN_ASD538,938.5653207,2600,100624,293.15,131,142,120,120,153
FDDN_ASD539,1079.864917,3400,101224,298.15,131,142,120,120,153
FDDN_ASD540,784.2837653,1800,100423,294.15,135,145,120,125,153
FDDN_ASD541,937.9498435,2600,102226,296.15,135,145,120,125,153
FDDN_ASD542,1072.477435,3400,102025,295.15,135,145,120,125,153
FDDN_ASD543,792.3065805,1800,100423,299.15,135,145,120,125,153
FDDN_ASD544,942.3832484,2600,101625,296.15,135,145,120,125,153
FDDN_ASD545,1069.684866,3400,102226,293.15,135,145,120,125,153
FDDN_ASD546,776.2420976,1800,102326,298.15,125,130,120,120,153
FDDN_ASD547,941.741047,2600,100223,297.15,125,130,120,120,153
FDDN_ASD548,1063.623818,3400,101825,294.15,125,130,120,120,153
FDDN_ASD549,771.4409199,1800,102226,293.15,125,130,120,120,153
FDDN_ASD550,931.614371,2600,101725,294.15,125,130,120,120,153
FDDN_ASD551,1075.332889,3400,100323,295.15,125,130,120,120,153
FDDN_ASD552,780.3287045,1800,102426,293.15,140,153,125,128,153
FDDN_ASD553,943.7086143,2600,101625,294.15,140,153,125,128,153
FDDN_ASD554,1081.078175,3400,101725,295.15,140,153,125,128,153
FDDN_ASD555,785.512369,1800,102125,295.15,140,153,125,128,153
FDDN_ASD556,943.2280006,2600,103127,297.15,140,153,125,128,153
FDDN_ASD557,1090.803231,3400,100624,296.15,140,153,125,128,153
FDDN_ASD558,787.4832695,1800,100624,298.15,145,140,120,120,153
FDDN_ASD559,942.621644,2600,101224,297.15,145,140,120,120,153
FDDN_ASD560,1079.768106,3400,100323,295.15,145,140,120,120,153
FDDN_ASD561,787.5049745,1800,100624,297.15,145,140,120,120,153
FDDN_ASD562,946.4690285,2600,101425,299.15,145,140,120,120,153
FDDN_ASD563,1085.166378,3400,101024,299.15,145,140,120,120,153
FDDN_ASD564,763.57422,1800,101425,296.15,118,122,110,110,153
FDDN_ASD565,923.5411816,2600,100624,297.15,118,122,110,110,153
FDDN_ASD566,1053.02459,3400,102025,299.15,118,122,110,110,153
FDDN_ASD567,769.0229443,1800,100323,296.15,118,122,110,110,153
FDDN_ASD568,918.2986318,2600,101425,295.15,118,122,110,110,153
FDDN_ASD569,1054.955478,3400,101324,297.15,118,122,110,110,153
FDDN_ASD570,780.5230409,1800,101224,294.15,131,145,120,125,153
FDDN_ASD571,942.8874063,2600,102025,299.15,131,145,120,125,153
FDDN_ASD572,1071.81311,3400,103027,298.15,131,145,120,125,153
FDDN_ASD573,782.4201239,1800,101425,295.15,131,145,120,125,153
FDDN_ASD574,937.7410075,2600,102125,295.15,131,145,120,125,153
FDDN_ASD575,1073.456118,3400,102726,297.15,131,145,120,125,153
FDDN_ASD576,791.9829183,1800,100724,298.15,131,136,120,120,154
FDDN_ASD577,945.573097,2600,102526,299.15,131,136,120,120,154
FDDN_ASD578,1080.523544,3400,101425,295.15,131,136,120,120,154
FDDN_ASD579,783.9771214,1800,101425,293.15,131,136,120,120,154
FDDN_ASD580,944.7244184,2600,102726,298.15,131,136,120,120,154
FDDN_ASD581,1083.852814,3400,100824,294.15,131,136,120,120,154
FDDN_ASD582,776.9915638,1800,102726,295.15,131,136,114,120,154
FDDN_ASD583,943.2735416,2600,101825,298.15,131,136,114,120,154
FDDN_ASD584,1085.061201,3400,100423,297.15,131,136,114,120,154
FDDN_ASD585,783.1295003,1800,101124,294.15,131,136,114,120,154
FDDN_ASD586,943.4864028,2600,100423,293.15,131,136,114,120,154
FDDN_ASD587,1073.690888,3400,101525,293.15,131,136,114,120,154
FDDN_ASD588,801.5403823,1800,101925,299.15,145,153,130,130,154
FDDN_ASD589,957.7004748,2600,101525,294.15,145,153,130,130,154
FDDN_ASD590,1104.315359,3400,101324,298.15,145,153,130,130,154
FDDN_ASD591,798.7373531,1800,103027,299.15,145,153,130,130,154
FDDN_ASD592,967.3473419,2600,100223,295.15,145,153,130,130,154
FDDN_ASD593,1094.884704,3400,101725,293.15,145,153,130,130,154
FDDN_ASD594,785.6378301,1800,102025,295.15,131,140,120,125,154
FDDN_ASD595,946.0503881,2600,103127,299.15,131,140,120,125,154
FDDN_ASD596,1090.179801,3400,100323,295.15,131,140,120,125,154
FDDN_ASD597,787.7210716,1800,103227,299.15,131,140,120,125,154
FDDN_ASD598,948.201813,2600,103027,299.15,131,140,120,125,154
FDDN_ASD599,1097.178422,3400,100423,298.15,131,140,120,125,154
FDDN_ASD600,788.0700741,1800,101925,297.15,131,136,120,125,154
FDDN_ASD601,956.4158314,2600,100423,298.15,131,136,120,125,154
FDDN_ASD602,1082.638141,3400,101224,294.15,131,136,120,125,154
FDDN_ASD603,792.312553,1800,100523,295.15,131,136,120,125,154
FDDN_ASD604,949.3281078,2600,100924,294.15,131,136,120,125,154
FDDN_ASD605,1094.348123,3400,101124,299.15,131,136,120,125,154
FDDN_ASD606,780.195513,1800,102626,294.15,131,142,120,120,154
FDDN_ASD607,938.2133255,2600,102626,294.15,131,142,120,120,154
FDDN_ASD608,1082.381841,3400,102326,298.15,131,142,120,120,154
FDDN_ASD609,783.4099234,1800,102826,296.15,131,142,120,120,154
FDDN_ASD610,947.7806911,2600,100924,294.15,131,142,120,120,154
FDDN_ASD611,1086.689645,3400,100523,294.15,131,142,120,120,154
FDDN_ASD612,787.8561703,1800,102826,298.15,135,145,120,125,154
FDDN_ASD613,945.898063,2600,102125,295.15,135,145,120,125,154
FDDN_ASD614,1086.050522,3400,101425,295.15,135,145,120,125,154
FDDN_ASD615,789.1235928,1800,101825,295.15,135,145,120,125,154
FDDN_ASD616,955.1159045,2600,100523,295.15,135,145,120,125,154
FDDN_ASD617,1086.094087,3400,102125,296.15,135,145,120,125,154
FDDN_ASD618,784.0305516,1800,102226,298.15,125,130,120,120,154
FDDN_ASD619,952.9175731,2600,100423,299.15,125,130,120,120,154
FDDN_ASD620,1081.529148,3400,101725,298.15,125,130,120,120,154
FDDN_ASD621,784.650007,1800,102426,298.15,125,130,120,120,154
FDDN_ASD622,944.7199764,2600,100824,294.15,125,130,120,120,154
FDDN_ASD623,1084.37213,3400,101224,297.15,125,130,120,120,154
FDDN_ASD624,791.8816344,1800,101425,293.15,140,153,125,128,154
FDDN_ASD625,949.9301751,2600,101925,293.15,140,153,125,128,154
FDDN_ASD626,1088.484448,3400,101625,293.15,140,153,125,128,154
FDDN_ASD627,800.3585456,1800,100323,295.15,140,153,125,128,154
FDDN_ASD628,962.1966179,2600,100724,296.15,140,153,125,128,154
FDDN_ASD629,1103.242485,3400,101324,299.15,140,153,125,128,154
FDDN_ASD630,779.1064138,1800,103027,293.15,145,140,120,120,154
FDDN_ASD631,946.2026265,2600,101024,293.15,145,140,120,120,154
FDDN_ASD632,1090.949761,3400,101525,299.15,145,140,120,120,154
FDDN_ASD633,792.2904063,1800,100323,294.15,145,140,120,120,154
FDDN_ASD634,943.1251873,2600,102726,295.15,145,140,120,120,154
FDDN_ASD635,1083.620129,3400,102226,296.15,145,140,120,120,154
FDDN_ASD636,766.817584,1800,102426,296.15,118,122,110,110,154
FDDN_ASD637,928.5967261,2600,101024,296.15,118,122,110,110,154
FDDN_ASD638,1066.712197,3400,100924,298.15,118,122,110,110,154
FDDN_ASD639,768.634085,1800,102626,297.15,118,122,110,110,154
FDDN_ASD640,930.806979,2600,101224,297.15,118,122,110,110,154
FDDN_ASD641,1061.241416,3400,101625,296.15,118,122,110,110,154
FDDN_ASD642,792.1903838,1800,100523,295.15,131,145,120,125,154
FDDN_ASD643,948.9886966,2600,102326,298.15,131,145,120,125,154
FDDN_ASD644,1089.807251,3400,101925,299.15,131,145,120,125,154
FDDN_ASD645,796.797328,1800,100724,298.15,131,145,120,125,154
FDDN_ASD646,951.4040785,2600,101825,297.15,131,145,120,125,154
FDDN_ASD647,1085.344322,3400,103127,299.15,131,145,120,125,154
FDDN_ASD648,791.4097993,1800,101725,295.15,131,136,120,120,155
FDDN_ASD649,957.7914546,2600,101124,297.15,131,136,120,120,155
FDDN_ASD650,1097.737617,3400,101124,298.15,131,136,120,120,155
FDDN_ASD651,793.4667514,1800,101224,294.15,131,136,120,120,155
FDDN_ASD652,948.3663161,2600,102125,293.15,131,136,120,120,155
FDDN_ASD653,1087.145044,3400,103127,297.15,131,136,120,120,155
FDDN_ASD654,790.3468378,1800,101825,297.15,131,136,114,120,155
FDDN_ASD655,953.2364805,2600,101224,297.15,131,136,114,120,155
FDDN_ASD656,1096.159782,3400,100223,297.15,131,136,114,120,155
FDDN_ASD657,796.3477819,1800,101324,299.15,131,136,114,120,155
FDDN_ASD658,951.4405063,2600,101625,296.15,131,136,114,120,155
FDDN_ASD659,1086.288511,3400,101725,295.15,131,136,114,120,155
FDDN_ASD660,804.6425975,1800,102426,297.15,145,153,130,130,155
FDDN_ASD661,965.8929968,2600,103127,298.15,145,153,130,130,155
FDDN_ASD662,1110.442924,3400,101124,295.15,145,153,130,130,155
FDDN_ASD663,817.3111195,1800,100323,299.15,145,153,130,130,155
FDDN_ASD664,978.2466029,2600,100924,298.15,145,153,130,130,155
FDDN_ASD665,1100.843256,3400,102926,294.15,145,153,130,130,155
FDDN_ASD666,794.7306781,1800,102626,298.15,131,140,120,125,155
FDDN_ASD667,953.1460525,2600,102826,297.15,131,140,120,125,155
FDDN_ASD668,1096.149712,3400,100423,293.15,131,140,120,125,155
FDDN_ASD669,803.4111768,1800,101124,299.15,131,140,120,125,155
FDDN_ASD670,953.0654186,2600,102526,295.15,131,140,120,125,155
FDDN_ASD671,1103.222555,3400,100523,296.15,131,140,120,125,155
FDDN_ASD672,791.064565,1800,102726,296.15,131,136,120,125,155
FDDN_ASD673,955.8526815,2600,100724,293.15,131,136,120,125,155
FDDN_ASD674,1087.134125,3400,102626,295.15,131,136,120,125,155
FDDN_ASD675,792.3078533,1800,102426,295.15,131,136,120,125,155
FDDN_ASD676,960.2996226,2600,101525,297.15,131,136,120,125,155
FDDN_ASD677,1101.176198,3400,101425,298.15,131,136,120,125,155
FDDN_ASD678,802.8611281,1800,100423,299.15,131,142,120,120,155
FDDN_ASD679,945.3858348,2600,102626,293.15,131,142,120,120,155
FDDN_ASD680,1089.682107,3400,101825,295.15,131,142,120,120,155
FDDN_ASD681,795.2047145,1800,102726,299.15,131,142,120,120,155
FDDN_ASD682,956.5416596,2600,102326,298.15,131,142,120,120,155
FDDN_ASD683,1087.367863,3400,102626,295.15,131,142,120,120,155
FDDN_ASD684,794.912944,1800,102926,298.15,135,145,120,125,155
FDDN_ASD685,963.9512864,2600,101224,298.15,135,145,120,125,155
FDDN_ASD686,1093.521105,3400,102626,297.15,135,145,120,125,155
FDDN_ASD687,789.851901,1800,103227,294.15,135,145,120,125,155
FDDN_ASD688,967.6173856,2600,100824,298.15,135,145,120,125,155
FDDN_ASD689,1103.328233,3400,101525,298.15,135,145,120,125,155
FDDN_ASD690,793.0610823,1800,102125,299.15,125,130,120,120,155
FDDN_ASD691,945.2412306,2600,102226,294.15,125,130,120,120,155
FDDN_ASD692,1082.279771,3400,103127,297.15,125,130,120,120,155
FDDN_ASD693,783.3956506,1800,102926,293.15,125,130,120,120,155
FDDN_ASD694,948.3766946,2600,101925,294.15,125,130,120,120,155
FDDN_ASD695,1083.015236,3400,102326,294.15,125,130,120,120,155
FDDN_ASD696,804.5085795,1800,101525,297.15,140,153,125,128,155
FDDN_ASD697,973.2389525,2600,100323,297.15,140,153,125,128,155
FDDN_ASD698,1109.413402,3400,100724,296.15,140,153,125,128,155
FDDN_ASD699,806.073998,1800,100824,295.15,140,153,125,128,155
FDDN_ASD700,957.0249304,2600,102726,293.15,140,153,125,128,155
FDDN_ASD701,1097.112666,3400,103027,295.15,140,153,125,128,155
FDDN_ASD702,786.8546051,1800,102926,293.15,145,140,120,120,155
FDDN_ASD703,959.2874216,2600,100824,295.15,145,140,120,120,155
FDDN_ASD704,1104.64587,3400,100223,297.15,145,140,120,120,155
FDDN_ASD705,795.3891639,1800,102125,296.15,145,140,120,120,155
FDDN_ASD706,958.6454595,2600,101324,295.15,145,140,120,120,155
FDDN_ASD707,1098.107715,3400,102125,298.15,145,140,120,120,155
FDDN_ASD708,770.926237,1800,102125,293.15,118,122,110,110,155
FDDN_ASD709,931.5283261,2600,103227,299.15,118,122,110,110,155
FDDN_ASD710,1055.152588,3400,103227,293.15,118,122,110,110,155
FDDN_ASD711,775.2146891,1800,102025,295.15,118,122,110,110,155
FDDN_ASD712,937.6380385,2600,101224,296.15,118,122,110,110,155
FDDN_ASD713,1068.87668,3400,102326,297.15,118,122,110,110,155
FDDN_ASD714,796.5572106,1800,100624,293.15,131,145,120,125,155
FDDN_ASD715,955.781594,2600,103127,299.15,131,145,120,125,155
FDDN_ASD716,1099.767935,3400,100624,295.15,131,145,120,125,155
FDDN_ASD717,799.7691156,1800,102226,299.15,131,145,120,125,155
FDDN_ASD718,959.8814555,2600,102626,299.15,131,145,120,125,155
FDDN_ASD719,1104.817573,3400,101425,299.15,131,145,120,125,155
FDDN_ASD720,797.1339661,1800,102125,295.15,131,136,120,120,156
FDDN_ASD721,957.6288414,2600,101625,293.15,131,136,120,120,156
FDDN_ASD722,1093.25967,3400,102426,294.15,131,136,120,120,156
FDDN_ASD723,800.4165344,1800,103027,299.15,131,136,120,120,156
FDDN_ASD724,956.5860214,2600,102226,293.15,131,136,120,120,156
FDDN_ASD725,1107.650238,3400,101525,298.15,131,136,120,120,156
FDDN_ASD726,794.5937296,1800,102226,296.15,131,136,114,120,156
FDDN_ASD727,959.8017346,2600,101324,296.15,131,136,114,120,156
FDDN_ASD728,1094.77175,3400,100924,293.15,131,136,114,120,156
FDDN_ASD729,798.2145451,1800,101324,295.15,131,136,114,120,156
FDDN_ASD730,966.1917711,2600,101024,298.15,131,136,114,120,156
FDDN_ASD731,1104.580728,3400,100523,296.15,131,136,114,120,156
FDDN_ASD732,814.7340648,1800,101124,295.15,145,153,130,130,156
FDDN_ASD733,972.2216355,2600,103027,296.15,145,153,130,130,156
FDDN_ASD734,1107.764056,3400,102826,293.15,145,153,130,130,156
FDDN_ASD735,813.1056541,1800,101224,293.15,145,153,130,130,156
FDDN_ASD736,977.8481384,2600,102926,298.15,145,153,130,130,156
FDDN_ASD737,1113.99517,3400,102426,294.15,145,153,130,130,156
FDDN_ASD738,805.950524,1800,100624,295.15,131,140,120,125,156
FDDN_ASD739,966.6615113,2600,101825,297.15,131,140,120,125,156
FDDN_ASD740,1103.693208,3400,101224,294.15,131,140,120,125,156
FDDN_ASD741,800.2365884,1800,103127,297.15,131,140,120,125,156
FDDN_ASD742,969.609948,2600,101925,298.15,131,140,120,125,156
FDDN_ASD743,1111.80568,3400,101825,299.15,131,140,120,125,156
FDDN_ASD744,803.9387203,1800,100624,294.15,131,136,120,125,156
FDDN_ASD745,962.1070048,2600,102626,297.15,131,136,120,125,156
FDDN_ASD746,1104.621928,3400,101925,297.15,131,136,120,125,156
FDDN_ASD747,808.1661179,1800,100624,296.15,131,136,120,125,156
FDDN_ASD748,966.0179999,2600,102526,298.15,131,136,120,125,156
FDDN_ASD749,1104.930954,3400,101224,294.15,131,136,120,125,156
FDDN_ASD750,803.9095163,1800,101324,297.15,131,142,120,120,156
FDDN_ASD751,957.3126391,2600,102626,295.15,131,142,120,120,156
FDDN_ASD752,1103.981073,3400,101024,295.15,131,142,120,120,156
FDDN_ASD753,802.7639178,1800,102326,298.15,131,142,120,120,156
FDDN_ASD754,966.8615125,2600,101324,296.15,131,142,120,120,156
FDDN_ASD755,1115.574647,3400,100323,298.15,131,142,120,120,156
FDDN_ASD756,811.4326305,1800,100624,298.15,135,145,120,125,156
FDDN_ASD757,978.3899639,2600,100423,299.15,135,145,120,125,156
FDDN_ASD758,1118.119849,3400,100323,298.15,135,145,120,125,156
FDDN_ASD759,815.9222983,1800,100223,299.15,135,145,120,125,156
FDDN_ASD760,965.0100883,2600,101525,293.15,135,145,120,125,156
FDDN_ASD761,1118.888354,3400,100223,297.15,135,145,120,125,156
FDDN_ASD762,799.898547,1800,102226,299.15,125,130,120,120,156
FDDN_ASD763,955.7233863,2600,101825,294.15,125,130,120,120,156
FDDN_ASD764,1089.506677,3400,102226,293.15,125,130,120,120,156
FDDN_ASD765,799.3675665,1800,101024,294.15,125,130,120,120,156
FDDN_ASD766,954.6681061,2600,102426,294.15,125,130,120,120,156
FDDN_ASD767,1092.829356,3400,103027,296.15,125,130,120,120,156
FDDN_ASD768,807.1218854,1800,102426,296.15,140,153,125,128,156
FDDN_ASD769,974.3670849,2600,101625,296.15,140,153,125,128,156
FDDN_ASD770,1112.601847,3400,102025,296.15,140,153,125,128,156
FDDN_ASD771,805.2953225,1800,102926,295.15,140,153,125,128,156
FDDN_ASD772,983.7071619,2600,100423,297.15,140,153,125,128,156
FDDN_ASD773,1115.723744,3400,102526,298.15,140,153,125,128,156
