HoV,TZ_Flow,MIXP,AMBP,AMBT,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R600_HD
FDDN_ASD774,799.3247595,1800,102626,296.15,145,140,120,120,156
FDDN_ASD775,965.7387474,2600,101324,295.15,145,140,120,120,156
FDDN_ASD776,1111.110558,3400,101224,298.15,145,140,120,120,156
FDDN_ASD777,797.8617414,1800,103027,295.15,145,140,120,120,156
FDDN_ASD778,971.0799788,2600,100924,296.15,145,140,120,120,156
FDDN_ASD779,1108.856931,3400,101324,296.15,145,140,120,120,156
FDDN_ASD780,780.5619189,1800,101725,294.15,118,122,110,110,156
FDDN_ASD781,938.6706941,2600,101725,294.15,118,122,110,110,156
FDDN_ASD782,1069.847095,3400,102526,294.15,118,122,110,110,156
FDDN_ASD783,784.0520921,1800,100824,293.15,118,122,110,110,156
FDDN_ASD784,933.4337119,2600,103227,294.15,118,122,110,110,156
FDDN_ASD785,1081.351905,3400,100724,294.15,118,122,110,110,156
FDDN_ASD786,800.7423771,1800,101425,293.15,131,145,120,125,156
FDDN_ASD787,972.5192616,2600,101124,298.15,131,145,120,125,156
FDDN_ASD788,1097.906909,3400,102125,293.15,131,145,120,125,156
FDDN_ASD789,811.6924819,1800,100423,297.15,131,145,120,125,156
FDDN_ASD790,972.3824483,2600,101525,298.15,131,145,120,125,156
FDDN_ASD791,1110.060468,3400,102326,299.15,131,145,120,125,156
FDDN_ASD792,808.0997123,1800,102526,299.15,131,136,120,120,157
FDDN_ASD793,976.4754578,2600,100523,296.15,131,136,120,120,157
FDDN_ASD794,1108.217028,3400,101124,293.15,131,136,120,120,157
FDDN_ASD795,810.5385155,1800,100924,295.15,131,136,120,120,157
FDDN_ASD796,973.2452503,2600,101224,295.15,131,136,120,120,157
FDDN_ASD797,1109.875798,3400,102926,298.15,131,136,120,120,157
FDDN_ASD798,800.8628371,1800,102426,296.15,131,136,114,120,157
FDDN_ASD799,958.63643,2600,102326,293.15,131,136,114,120,157
FDDN_ASD800,1107.878864,3400,101324,296.15,131,136,114,120,157
FDDN_ASD801,799.4180266,1800,102125,293.15,131,136,114,120,157
FDDN_ASD802,958.2498425,2600,103127,294.15,131,136,114,120,157
FDDN_ASD803,1104.689108,3400,102626,297.15,131,136,114,120,157
FDDN_ASD804,825.6392851,1800,101324,298.15,145,153,130,130,157
FDDN_ASD805,991.994056,2600,101825,299.15,145,153,130,130,157
FDDN_ASD806,1124.607539,3400,101625,293.15,145,153,130,130,157
FDDN_ASD807,822.3598735,1800,102526,298.15,145,153,130,130,157
FDDN_ASD808,994.326385,2600,100724,296.15,145,153,130,130,157
FDDN_ASD809,1121.558325,3400,102926,294.15,145,153,130,130,157
FDDN_ASD810,811.019153,1800,100824,294.15,131,140,120,125,157
FDDN_ASD811,974.5321995,2600,100624,293.15,131,140,120,125,157
FDDN_ASD812,1126.933297,3400,100523,299.15,131,140,120,125,157
FDDN_ASD813,818.8690854,1800,100624,298.15,131,140,120,125,157
FDDN_ASD814,974.3843045,2600,101725,295.15,131,140,120,125,157
FDDN_ASD815,1115.494263,3400,100924,293.15,131,140,120,125,157
FDDN_ASD816,812.6225204,1800,101625,298.15,131,136,120,125,157
FDDN_ASD817,981.0609075,2600,100824,298.15,131,136,120,125,157
FDDN_ASD818,1102.626881,3400,102726,293.15,131,136,120,125,157
FDDN_ASD819,820.806661,1800,100323,299.15,131,136,120,125,157
FDDN_ASD820,982.5589134,2600,100223,296.15,131,136,120,125,157
FDDN_ASD821,1119.303689,3400,102125,299.15,131,136,120,125,157
FDDN_ASD822,812.0103519,1800,100423,295.15,131,142,120,120,157
FDDN_ASD823,967.7803923,2600,102226,295.15,131,142,120,120,157
FDDN_ASD824,1107.978652,3400,103127,298.15,131,142,120,120,157
FDDN_ASD825,810.3009488,1800,101224,295.15,131,142,120,120,157
FDDN_ASD826,978.0309173,2600,101825,299.15,131,142,120,120,157
FDDN_ASD827,1124.428616,3400,100523,298.15,131,142,120,120,157
FDDN_ASD828,810.0380708,1800,101425,294.15,135,145,120,125,157
FDDN_ASD829,972.8828626,2600,101324,293.15,135,145,120,125,157
FDDN_ASD830,1105.190692,3400,103127,294.15,135,145,120,125,157
FDDN_ASD831,815.58866,1800,100423,294.15,135,145,120,125,157
FDDN_ASD832,980.953141,2600,100724,295.15,135,145,120,125,157
FDDN_ASD833,1107.304406,3400,103127,294.15,135,145,120,125,157
FDDN_ASD834,810.9342469,1800,100223,296.15,125,130,120,120,157
FDDN_ASD835,960.8600721,2600,103227,296.15,125,130,120,120,157
FDDN_ASD836,1107.073463,3400,102826,299.15,125,130,120,120,157
FDDN_ASD837,800.3591584,1800,102926,295.15,125,130,120,120,157
FDDN_ASD838,973.3460266,2600,101324,297.15,125,130,120,120,157
FDDN_ASD839,1111.270176,3400,101425,296.15,125,130,120,120,157
FDDN_ASD840,819.1736053,1800,100924,295.15,140,153,125,128,157
FDDN_ASD841,978.0551813,2600,102025,294.15,140,153,125,128,157
FDDN_ASD842,1129.015132,3400,101925,299.15,140,153,125,128,157
FDDN_ASD843,818.3167308,1800,101525,295.15,140,153,125,128,157
FDDN_ASD844,994.0975773,2600,100824,299.15,140,153,125,128,157
FDDN_ASD845,1125.672424,3400,102926,299.15,140,153,125,128,157
FDDN_ASD846,805.2207636,1800,101925,293.15,145,140,120,120,157
FDDN_ASD847,972.2142073,2600,102125,296.15,145,140,120,120,157
FDDN_ASD848,1105.046954,3400,103127,295.15,145,140,120,120,157
FDDN_ASD849,811.3797989,1800,102125,297.15,145,140,120,120,157
FDDN_ASD850,976.7957778,2600,100523,293.15,145,140,120,120,157
FDDN_ASD851,1123.323417,3400,100523,296.15,145,140,120,120,157
FDDN_ASD852,788.8042245,1800,101324,294.15,118,122,110,110,157
FDDN_ASD853,944.3872644,2600,102226,294.15,118,122,110,110,157
FDDN_ASD854,1075.570641,3400,102826,293.15,118,122,110,110,157
FDDN_ASD855,791.2527788,1800,102426,298.15,118,122,110,110,157
FDDN_ASD856,946.2421484,2600,103227,297.15,118,122,110,110,157
FDDN_ASD857,1097.264101,3400,100523,297.15,118,122,110,110,157
FDDN_ASD858,808.4951623,1800,102326,296.15,131,145,120,125,157
FDDN_ASD859,981.293196,2600,101124,298.15,131,145,120,125,157
FDDN_ASD860,1111.234818,3400,102526,296.15,131,145,120,125,157
FDDN_ASD861,815.3158128,1800,102025,299.15,131,145,120,125,157
FDDN_ASD862,984.4158171,2600,100523,297.15,131,145,120,125,157
FDDN_ASD863,1116.797035,3400,102926,299.15,131,145,120,125,157
FDDN_ASD864,817.3851885,1800,101625,298.15,131,136,120,120,158
FDDN_ASD865,974.5772068,2600,102326,295.15,131,136,120,120,158
FDDN_ASD866,1121.775541,3400,100423,293.15,131,136,120,120,158
FDDN_ASD867,821.2199696,1800,100724,297.15,131,136,120,120,158
FDDN_ASD868,984.706931,2600,100624,295.15,131,136,120,120,158
FDDN_ASD869,1132.357106,3400,100624,298.15,131,136,120,120,158
FDDN_ASD870,812.3008568,1800,102326,299.15,131,136,114,120,158
FDDN_ASD871,977.8908189,2600,100724,295.15,131,136,114,120,158
FDDN_ASD872,1123.005045,3400,100323,296.15,131,136,114,120,158
FDDN_ASD873,807.7195464,1800,102826,296.15,131,136,114,120,158
FDDN_ASD874,976.6632413,2600,102726,299.15,131,136,114,120,158
FDDN_ASD875,1125.753339,3400,101224,299.15,131,136,114,120,158
FDDN_ASD876,827.453967,1800,102025,296.15,145,153,130,130,158
FDDN_ASD877,994.9331255,2600,102025,296.15,145,153,130,130,158
FDDN_ASD878,1137.21004,3400,101525,294.15,145,153,130,130,158
FDDN_ASD879,826.0976528,1800,101725,293.15,145,153,130,130,158
FDDN_ASD880,996.2707046,2600,101124,293.15,145,153,130,130,158
FDDN_ASD881,1136.702953,3400,102025,294.15,145,153,130,130,158
FDDN_ASD882,818.804368,1800,100323,293.15,131,140,120,125,158
FDDN_ASD883,977.669063,2600,103127,297.15,131,140,120,125,158
FDDN_ASD884,1115.881518,3400,102926,295.15,131,140,120,125,158
FDDN_ASD885,824.193004,1800,101425,299.15,131,140,120,125,158
FDDN_ASD886,982.7734059,2600,101425,294.15,131,140,120,125,158
FDDN_ASD887,1134.52492,3400,101324,299.15,131,140,120,125,158
FDDN_ASD888,817.7468513,1800,102125,298.15,131,136,120,125,158
FDDN_ASD889,983.8202373,2600,102025,298.15,131,136,120,125,158
FDDN_ASD890,1131.754615,3400,100924,298.15,131,136,120,125,158
FDDN_ASD891,817.6943319,1800,102526,298.15,131,136,120,125,158
FDDN_ASD892,978.3359654,2600,102526,295.15,131,136,120,125,158
FDDN_ASD893,1136.245589,3400,100523,298.15,131,136,120,125,158
FDDN_ASD894,813.6794425,1800,101425,294.15,131,142,120,120,158
FDDN_ASD895,980.8613349,2600,100924,294.15,131,142,120,120,158
FDDN_ASD896,1120.915328,3400,102526,298.15,131,142,120,120,158
FDDN_ASD897,822.4672529,1800,100323,296.15,131,142,120,120,158
FDDN_ASD898,994.5306345,2600,100223,299.15,131,142,120,120,158
FDDN_ASD899,1120.668788,3400,102626,297.15,131,142,120,120,158
FDDN_ASD900,819.274787,1800,102626,299.15,135,145,120,125,158
FDDN_ASD901,988.7170388,2600,100523,295.15,135,145,120,125,158
FDDN_ASD902,1128.538679,3400,102025,298.15,135,145,120,125,158
FDDN_ASD903,825.662998,1800,101425,299.15,135,145,120,125,158
FDDN_ASD904,986.9012856,2600,101625,296.15,135,145,120,125,158
FDDN_ASD905,1134.578355,3400,100323,295.15,135,145,120,125,158
FDDN_ASD906,811.1256895,1800,101925,296.15,125,130,120,120,158
FDDN_ASD907,971.115406,2600,102125,294.15,125,130,120,120,158
FDDN_ASD908,1126.211418,3400,100423,297.15,125,130,120,120,158
FDDN_ASD909,814.8490509,1800,101725,297.15,125,130,120,120,158
FDDN_ASD910,985.1105679,2600,101324,299.15,125,130,120,120,158
FDDN_ASD911,1131.069051,3400,100624,299.15,125,130,120,120,158
FDDN_ASD912,818.4695159,1800,102926,295.15,140,153,125,128,158
FDDN_ASD913,1000.374244,2600,100624,298.15,140,153,125,128,158
FDDN_ASD914,1128.93426,3400,102025,294.15,140,153,125,128,158
FDDN_ASD915,833.8594566,1800,100223,297.15,140,153,125,128,158
FDDN_ASD916,990.40019,2600,102025,295.15,140,153,125,128,158
FDDN_ASD917,1138.403498,3400,101425,296.15,140,153,125,128,158
FDDN_ASD918,819.167507,1800,101925,298.15,145,140,120,120,158
FDDN_ASD919,976.0060415,2600,102426,294.15,145,140,120,120,158
FDDN_ASD920,1124.163232,3400,100724,293.15,145,140,120,120,158
FDDN_ASD921,821.682464,1800,100323,294.15,145,140,120,120,158
FDDN_ASD922,984.1454068,2600,101124,294.15,145,140,120,120,158
FDDN_ASD923,1126.312092,3400,100724,293.15,145,140,120,120,158
FDDN_ASD924,799.369314,1800,100323,294.15,118,122,110,110,158
FDDN_ASD925,962.0343981,2600,101525,298.15,118,122,110,110,158
FDDN_ASD926,1104.407224,3400,100523,297.15,118,122,110,110,158
FDDN_ASD927,795.4089766,1800,102025,295.15,118,122,110,110,158
FDDN_ASD928,963.5921719,2600,101224,297.15,118,122,110,110,158
FDDN_ASD929,1096.799421,3400,102626,298.15,118,122,110,110,158
FDDN_ASD930,816.1329741,1800,103227,299.15,131,145,120,125,158
FDDN_ASD931,979.8717681,2600,101825,294.15,131,145,120,125,158
FDDN_ASD932,1119.662185,3400,102426,295.15,131,145,120,125,158
FDDN_ASD933,825.4686938,1800,100624,297.15,131,145,120,125,158
FDDN_ASD934,986.06186,2600,101625,296.15,131,145,120,125,158
FDDN_ASD935,1125.621943,3400,102426,297.15,131,145,120,125,158
FDDN_ASD936,824.9262606,1800,101825,299.15,131,136,120,120,159
FDDN_ASD937,990.0926706,2600,101525,297.15,131,136,120,120,159
FDDN_ASD938,1121.501378,3400,102526,294.15,131,136,120,120,159
FDDN_ASD939,816.1886118,1800,103027,295.15,131,136,120,120,159
FDDN_ASD940,980.2482973,2600,102926,294.15,131,136,120,120,159
FDDN_ASD941,1125.108412,3400,101925,293.15,131,136,120,120,159
FDDN_ASD942,818.0955943,1800,101224,295.15,131,136,114,120,159
FDDN_ASD943,983.2490663,2600,101324,295.15,131,136,114,120,159
FDDN_ASD944,1125.956072,3400,101825,297.15,131,136,114,120,159
FDDN_ASD945,821.166995,1800,101525,297.15,131,136,114,120,159
FDDN_ASD946,977.8793273,2600,102125,293.15,131,136,114,120,159
FDDN_ASD947,1136.395204,3400,101024,299.15,131,136,114,120,159
FDDN_ASD948,837.4812923,1800,101024,295.15,145,153,130,130,159
FDDN_ASD949,999.0903185,2600,102626,295.15,145,153,130,130,159
FDDN_ASD950,1141.330717,3400,102226,293.15,145,153,130,130,159
FDDN_ASD951,828.9366793,1800,102826,293.15,145,153,130,130,159
FDDN_ASD952,1016.847094,2600,100824,299.15,145,153,130,130,159
FDDN_ASD953,1161.625618,3400,101124,299.15,145,153,130,130,159
FDDN_ASD954,825.0187129,1800,100523,293.15,131,140,120,125,159
FDDN_ASD955,987.5683859,2600,102125,295.15,131,140,120,125,159
FDDN_ASD956,1136.376898,3400,102326,299.15,131,140,120,125,159
FDDN_ASD957,832.8102483,1800,100724,298.15,131,140,120,125,159
FDDN_ASD958,989.0562925,2600,101525,293.15,131,140,120,125,159
FDDN_ASD959,1144.056711,3400,101024,298.15,131,140,120,125,159
FDDN_ASD960,823.7976895,1800,102025,297.15,131,136,120,125,159
FDDN_ASD961,996.6576858,2600,101124,298.15,131,136,120,125,159
FDDN_ASD962,1139.943615,3400,101525,299.15,131,136,120,125,159
FDDN_ASD963,824.6400276,1800,101525,295.15,131,136,120,125,159
FDDN_ASD964,982.4569603,2600,102726,293.15,131,136,120,125,159
FDDN_ASD965,1137.129841,3400,100724,294.15,131,136,120,125,159
FDDN_ASD966,823.5350133,1800,102426,299.15,131,142,120,120,159
FDDN_ASD967,990.2557894,2600,102426,299.15,131,142,120,120,159
FDDN_ASD968,1139.233239,3400,100624,297.15,131,142,120,120,159
FDDN_ASD969,825.094348,1800,100724,294.15,131,142,120,120,159
FDDN_ASD970,992.629649,2600,102326,299.15,131,142,120,120,159
FDDN_ASD971,1131.876392,3400,102326,297.15,131,142,120,120,159
FDDN_ASD972,822.853691,1800,101425,293.15,135,145,120,125,159
FDDN_ASD973,999.2870405,2600,101124,298.15,135,145,120,125,159
FDDN_ASD974,1124.503259,3400,103127,294.15,135,145,120,125,159
FDDN_ASD975,820.7825501,1800,103027,295.15,135,145,120,125,159
FDDN_ASD976,998.6993131,2600,100624,295.15,135,145,120,125,159
FDDN_ASD977,1128.902492,3400,102726,294.15,135,145,120,125,159
FDDN_ASD978,820.32173,1800,100323,293.15,125,130,120,120,159
FDDN_ASD979,976.0006111,2600,102826,294.15,125,130,120,120,159
FDDN_ASD980,1132.476144,3400,100323,295.15,125,130,120,120,159
FDDN_ASD981,810.2567031,1800,103227,293.15,125,130,120,120,159
FDDN_ASD982,986.1272934,2600,101124,294.15,125,130,120,120,159
FDDN_ASD983,1126.759082,3400,102426,297.15,125,130,120,120,159
FDDN_ASD984,841.4862816,1800,100423,299.15,140,153,125,128,159
FDDN_ASD985,1001.841393,2600,102426,299.15,140,153,125,128,159
FDDN_ASD986,1145.615702,3400,102526,299.15,140,153,125,128,159
FDDN_ASD987,826.4215356,1800,103127,295.15,140,153,125,128,159
FDDN_ASD988,1012.662346,2600,100323,298.15,140,153,125,128,159
FDDN_ASD989,1140.216681,3400,102526,295.15,140,153,125,128,159
FDDN_ASD990,834.6522731,1800,100223,299.15,145,140,120,120,159
FDDN_ASD991,987.2471593,2600,102526,296.15,145,140,120,120,159
FDDN_ASD992,1136.25828,3400,102326,299.15,145,140,120,120,159
FDDN_ASD993,831.6559181,1800,101324,299.15,145,140,120,120,159
FDDN_ASD994,984.1035589,2600,103227,295.15,145,140,120,120,159
FDDN_ASD995,1133.273539,3400,102926,298.15,145,140,120,120,159
FDDN_ASD996,809.8712735,1800,101024,299.15,118,122,110,110,159
FDDN_ASD997,961.905815,2600,101825,294.15,118,122,110,110,159
FDDN_ASD998,1110.469513,3400,101725,299.15,118,122,110,110,159
FDDN_ASD999,800.0027838,1800,101825,293.15,118,122,110,110,159
FDDN_ASD1000,971.8343514,2600,101825,299.15,118,122,110,110,159
FDDN_ASD1001,1108.170383,3400,102526,299.15,118,122,110,110,159
FDDN_ASD1002,830.9160934,1800,101324,299.15,131,145,120,125,159
FDDN_ASD1003,997.2477404,2600,101024,297.15,131,145,120,125,159
FDDN_ASD1004,1137.773464,3400,100223,293.15,131,145,120,125,159
FDDN_ASD1005,823.6418653,1800,102826,297.15,131,145,120,125,159
FDDN_ASD1006,984.9008508,2600,102926,294.15,131,145,120,125,159
FDDN_ASD1007,1134.737556,3400,102526,297.15,131,145,120,125,159
FDDN_ASD1008,828.7970669,1800,102226,298.15,131,136,120,120,160
FDDN_ASD1009,1007.169178,2600,100423,299.15,131,136,120,120,160
FDDN_ASD1010,1136.364984,3400,101525,294.15,131,136,120,120,160
FDDN_ASD1011,829.2051051,1800,102526,298.15,131,136,120,120,160
FDDN_ASD1012,1007.475249,2600,100423,298.15,131,136,120,120,160
FDDN_ASD1013,1148.069481,3400,101224,298.15,131,136,120,120,160
FDDN_ASD1014,825.5872201,1800,101725,297.15,131,136,114,120,160
FDDN_ASD1015,995.7935011,2600,100423,295.15,131,136,114,120,160
FDDN_ASD1016,1141.592875,3400,101024,298.15,131,136,114,120,160
FDDN_ASD1017,824.7586683,1800,101625,295.15,131,136,114,120,160
FDDN_ASD1018,999.0754031,2600,100824,297.15,131,136,114,120,160
FDDN_ASD1019,1134.20307,3400,101024,293.15,131,136,114,120,160
FDDN_ASD1020,834.621172,1800,103127,294.15,145,153,130,130,160
FDDN_ASD1021,1009.938195,2600,101825,294.15,145,153,130,130,160
FDDN_ASD1022,1158.738612,3400,101925,296.15,145,153,130,130,160
FDDN_ASD1023,844.2219528,1800,102926,299.15,145,153,130,130,160
FDDN_ASD1024,1019.382576,2600,101725,298.15,145,153,130,130,160
FDDN_ASD1025,1165.861057,3400,100423,294.15,145,153,130,130,160
FDDN_ASD1026,828.7266003,1800,103027,298.15,131,140,120,125,160
FDDN_ASD1027,999.4835509,2600,101725,296.15,131,140,120,125,160
FDDN_ASD1028,1143.155752,3400,102125,297.15,131,140,120,125,160
FDDN_ASD1029,835.9375723,1800,101324,297.15,131,140,120,125,160
FDDN_ASD1030,1008.999539,2600,100223,296.15,131,140,120,125,160
FDDN_ASD1031,1138.863139,3400,101925,293.15,131,140,120,125,160
FDDN_ASD1032,826.9278249,1800,101925,294.15,131,136,120,125,160
FDDN_ASD1033,1001.707051,2600,102125,299.15,131,136,120,125,160
FDDN_ASD1034,1154.023237,3400,100724,299.15,131,136,120,125,160
FDDN_ASD1035,829.5363413,1800,102025,295.15,131,136,120,125,160
FDDN_ASD1036,1004.624112,2600,100924,296.15,131,136,120,125,160
FDDN_ASD1037,1147.202361,3400,100624,294.15,131,136,120,125,160
FDDN_ASD1038,829.0137945,1800,102426,298.15,131,142,120,120,160
FDDN_ASD1039,1002.160991,2600,100323,295.15,131,142,120,120,160
FDDN_ASD1040,1136.648111,3400,101725,294.15,131,142,120,120,160
FDDN_ASD1041,831.0094379,1800,100624,293.15,131,142,120,120,160
FDDN_ASD1042,997.7413393,2600,100924,293.15,131,142,120,120,160
FDDN_ASD1043,1144.07128,3400,102526,299.15,131,142,120,120,160
FDDN_ASD1044,831.9266671,1800,102626,298.15,135,145,120,125,160
FDDN_ASD1045,995.2648074,2600,101925,293.15,135,145,120,125,160
FDDN_ASD1046,1149.11768,3400,102125,299.15,135,145,120,125,160
FDDN_ASD1047,834.1893014,1800,102125,297.15,135,145,120,125,160
FDDN_ASD1048,1003.967984,2600,102626,299.15,135,145,120,125,160
FDDN_ASD1049,1150.864118,3400,102226,299.15,135,145,120,125,160
FDDN_ASD1050,827.0439269,1800,101024,295.15,125,130,120,120,160
FDDN_ASD1051,997.22822,2600,101825,299.15,125,130,120,120,160
FDDN_ASD1052,1129.714811,3400,102125,294.15,125,130,120,120,160
FDDN_ASD1053,830.5267011,1800,100924,296.15,125,130,120,120,160
FDDN_ASD1054,985.0529939,2600,103027,294.15,125,130,120,120,160
FDDN_ASD1055,1131.716406,3400,102526,295.15,125,130,120,120,160
FDDN_ASD1056,849.5584848,1800,100223,299.15,140,153,125,128,160
FDDN_ASD1057,996.8109246,2600,103127,293.15,140,153,125,128,160
FDDN_ASD1058,1154.560975,3400,102326,298.15,140,153,125,128,160
FDDN_ASD1059,847.7278018,1800,100724,298.15,140,153,125,128,160
FDDN_ASD1060,1006.837765,2600,102526,296.15,140,153,125,128,160
FDDN_ASD1061,1147.156807,3400,103027,295.15,140,153,125,128,160
FDDN_ASD1062,829.1588418,1800,102226,296.15,145,140,120,120,160
FDDN_ASD1063,998.7338956,2600,101525,295.15,145,140,120,120,160
FDDN_ASD1064,1139.388304,3400,103127,298.15,145,140,120,120,160
FDDN_ASD1065,826.5066874,1800,102926,295.15,145,140,120,120,160
FDDN_ASD1066,998.9963783,2600,101525,294.15,145,140,120,120,160
FDDN_ASD1067,1152.585489,3400,101525,299.15,145,140,120,120,160
FDDN_ASD1068,816.3322228,1800,101024,299.15,118,122,110,110,160
FDDN_ASD1069,964.5575799,2600,103227,295.15,118,122,110,110,160
FDDN_ASD1070,1121.284632,3400,101024,298.15,118,122,110,110,160
FDDN_ASD1071,806.1790361,1800,102226,294.15,118,122,110,110,160
FDDN_ASD1072,972.2971881,2600,102326,296.15,118,122,110,110,160
FDDN_ASD1073,1103.554444,3400,102926,293.15,118,122,110,110,160
FDDN_ASD1074,828.7811163,1800,102526,296.15,131,145,120,125,160
FDDN_ASD1075,997.4768644,2600,102326,296.15,131,145,120,125,160
FDDN_ASD1076,1157.807767,3400,100423,299.15,131,145,120,125,160
FDDN_ASD1077,835.823484,1800,102226,299.15,131,145,120,125,160
FDDN_ASD1078,999.9630016,2600,102226,296.15,131,145,120,125,160
FDDN_ASD1079,1145.890907,3400,102926,299.15,131,145,120,125,160
