HoV,CAOLH_C66-C68,CAOLH_C68-C70,CAOLH_C70-C72,CAOLH_C72-C74,CAOLH_C74-C76,CAOLH_C76-C78,CAORH_C66-C68,CAORH_C68-C70,CAORH_C70-C72,CAORH_C72-C74,CAORH_C74-C76,CAORH_C76-C78,LAOLH_C66-C68,LAOLH_C68-C70,LAOLH_C70-C72,LAOLH_C72-C74,LAOLH_C74-C76,LAOLH_C76-C78,LAORH_C66-C68,LAORH_C68-C70,LAORH_C70-C72,LAORH_C72-C74,LAORH_C74-C76,LAORH_C76-C78,TZ6_Flow,CAOLH_SumFlow,CAORH_SumFlow,LAOLH_SumFlow,LAORH_SumFlow,MIXP,AMBP,AMBT,R600_HD,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R620_HS1,R620_HS2,R620_HS3,R621_HS1,R621_HS2,R621_HS3,R630_HS1,R631_HS1,R632_HS1,R633_HS1,R634_HS1,R635_HS1,R636_HS1,R637_HS1,R638_HS1,R639_HS1,R640_HS1,R641_HS1
FDDN_ASD497,43.65791037292991,43.65791037292991,41.07520267488835,42.02188809432682,42.02188809432682,42.02188809432682,43.3043270652523,43.3043270652523,44.53489411079072,44.47200873336134,44.47200873336134,44.47200873336134,13.469750448490215,29.076752404312163,29.027116288435618,29.09329801419341,28.472852539544597,28.084048462022743,13.148817570443367,28.608632596888796,28.84856528215191,28.376974661684034,28.029489802797574,28.037764973027603,831.2903251891,254.45668770372862,264.55957444137937,157.22381815699873,155.05024488699328,3400,102826.0,298.15,152,118,122,110,110,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD498,32.05609166788103,32.05609166788103,30.592008194469436,32.22266106271292,32.22266106271292,32.22266106271292,31.080003555872473,31.080003555872473,32.83594433110559,33.76221435642663,33.76221435642663,33.76221435642663,10.123295623257112,21.8462387646466,21.81276348269447,21.862975305610718,21.394334694764414,21.10143775449813,9.715108800325039,21.147157063255204,21.322927709663244,20.979756497223995,20.7202880184191,20.72865826676508,620.4097112116237,191.37217471837025,196.2825945121304,118.14104562547143,114.61389635565166,1800,101224.0,296.15,152,131,145,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD499,38.57508406706335,38.57508406706335,36.81958498169747,38.77978700835558,38.77978700835558,38.77978700835558,37.398085566048564,37.398085566048564,39.50608984209111,40.63033959019127,40.63033959019127,40.63033959019127,12.171944170783616,26.277906187613166,26.227728947742275,26.29463209910902,25.725946508612363,25.383065076998605,11.690122781109247,25.43994138872252,25.649070086779368,25.230815456540107,24.92130948861579,24.929675462783383,746.4445515410624,230.30911414089093,236.1932797447621,142.08122299085903,137.86093466455043,2600,101825.0,298.15,152,131,145,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD500,43.942005907772405,43.942005907772405,41.940928893558365,44.17801018718828,44.17801018718828,44.17801018718828,42.602923422831346,42.602923422831346,45.00499646124958,46.28427509840129,46.28427509840129,46.28427509840129,13.859403438610364,29.914435299939466,29.85652320677934,29.93098274993636,29.28565772324645,28.88854120669768,13.301570626926214,28.956301146663215,29.196307470672338,28.724572100127553,28.368707504631804,28.37698527068959,850.0826276177045,262.358971270668,269.06366860211614,161.73554362520966,156.92444411971073,3400,103127.0,299.15,152,131,145,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD501,32.86047496009422,32.86047496009422,30.919525629730064,31.626476763162056,31.626476763162056,31.626476763162056,32.18595629856308,32.18595629856308,33.10289324596737,33.05051479515753,33.05051479515753,33.05051479515753,10.082069371421586,21.75594362708039,21.72263225170306,21.772598203332524,21.306252455788645,21.014789791863684,9.675867369248241,21.060256012394614,21.235165685867702,20.89367542302839,20.635477887587573,20.64380714038975,619.9447912876769,191.5199058394047,196.62635022856614,117.65428570118988,114.14424951851626,1800,101725.0,296.15,152,131,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD502,39.41098193434141,39.41098193434141,37.07473987733023,37.93062698698572,37.93062698698572,37.93062698698572,38.60093350085173,38.60093350085173,39.6977250057799,39.63898011355333,39.63898011355333,39.63898011355333,12.08046369701189,26.07249984184809,26.03116818925114,26.089031858754375,25.535203098378286,25.18803298049769,11.595928254130065,25.244175840592447,25.450879224227887,25.03747516305582,24.731558531804602,24.739827486038255,743.3013612207042,229.6885847069702,235.8165323481433,140.99639966574145,136.79984449984906,2600,103027.0,298.15,152,131,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD503,45.107045947449606,45.107045947449606,42.443591285742514,43.417377962740204,43.417377962740204,43.417377962740204,44.17852077525849,44.17852077525849,45.435418220445776,45.37083418663064,45.37083418663064,45.37083418663064,13.818462160756793,29.82736091627977,29.769585495362936,29.84386933128303,29.200067383049785,28.803888129585733,13.261931406540613,28.871458385368285,29.11089806079612,28.640276451354996,28.285252037569048,28.301763892659434,850.5495930503236,262.90981706886237,269.9049623308547,161.26323341631806,156.4715802342885,3400,103027.0,298.15,152,131,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD504,31.5916307396132,31.5916307396132,30.152514681672447,31.75705071779856,31.75705071779856,31.75705071779856,31.15983567119183,31.15983567119183,32.91682319615001,33.849633956820504,33.849633956820504,33.849633956820504,9.97592500857478,21.53980441707092,21.498909363576043,21.547984469810153,21.089953045541414,20.803686735155182,9.739388231418078,21.205778351935475,21.377551270855186,21.034007069042566,20.772261989478555,20.780441883502423,616.7580165592506,188.60692831429452,196.78539640899515,116.45626303972848,114.90942879623228,1800,102526.0,293.15,153,131,136,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD505,38.39205789123073,38.39205789123073,36.64656102388184,38.59455410156598,38.59455410156598,38.59455410156598,37.86687370917726,37.86687370917726,40.005239263046334,41.13732349184737,41.13732349184737,41.13732349184737,12.114824011377232,26.15721732808936,26.107206987086876,26.173887605825286,25.607093620078505,25.265352670803768,11.832586853981905,25.75111951367871,25.967854116301027,25.54272148661946,25.22595913823212,25.242629694634022,749.3537492946924,229.21433911104126,239.15095715694298,141.42558222326102,139.56287080344723,2600,101825.0,297.15,153,131,136,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD506,44.217346877190444,44.217346877190444,42.204523560112754,44.45801563477017,44.45801563477017,44.45801563477017,43.612578273652666,43.612578273652666,46.071657706970704,47.38135900172278,47.38135900172278,47.38135900172278,13.9473142458771,30.097226511831522,30.046666321652566,30.122503690469365,29.4736609502716,29.077619658685194,13.62045573574338,29.637325492080382,29.8817250168018,29.401354831880703,29.03055229118891,29.047406112561152,862.8379663372922,264.0132642188041,275.44089125944436,162.76499137878736,160.61881948025635,3400,100223.0,296.15,153,131,136,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD507,32.833608559776444,32.833608559776444,30.891704211778173,31.599161819261017,31.599161819261017,31.599161819261017,32.71947886913063,32.71947886913063,33.65330255965013,33.603705015449655,33.603705015449655,33.603705015449655,10.080326587482055,21.751721217345857,21.70988383119036,21.760089731837706,21.291504387512447,21.00700792494942,9.83833298880319,21.409984281919257,21.59408174174577,21.242621554846313,20.974845279190095,20.98321365805475,624.9033953182517,191.35640678911412,199.90337534426038,117.60053368031785,116.04307950455937,1800,101925.0,298.15,153,131,136,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD508,39.26185397696978,39.26185397696978,36.945142602281884,37.78899157380321,37.78899157380321,37.78899157380321,39.127743759452535,39.127743759452535,40.239541704731614,40.18150162307494,40.18150162307494,40.18150162307494,12.04010044675005,25.98932686789952,25.93979527563672,26.00583757924148,25.444469351161118,25.09774666307201,11.752316691354366,25.58712544487549,25.801785335957923,25.380722357066873,25.06699226957011,25.075249358543104,747.0568270116214,228.83582527763105,239.03953409286154,140.51727618376088,138.66419145736785,2600,101425.0,293.15,153,131,136,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD509,45.05514313041831,45.05514313041831,42.3936800364172,43.36561754073794,43.36561754073794,43.36561754073794,44.89883673094661,44.89883673094661,46.172910268736615,46.108787101614745,46.108787101614745,46.108787101614745,13.806363451817386,29.795155554024433,29.745437145103185,29.81172860153585,29.173688378004158,28.784240622034176,13.47662836531183,29.342841349828973,29.583171150519956,29.102515825546842,28.7378877018832,28.754460888820947,857.0118829893727,262.6008189194676,274.2969450354741,161.11661375251919,158.99750528191174,3400,102626.0,298.15,153,131,136,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD510,31.806041070645954,31.806041070645954,30.355131994653593,31.971087450534654,31.971087450534654,31.971087450534654,30.57209658809874,30.57209658809874,32.297476636471245,33.21019830978674,33.21019830978674,33.21019830978674,10.045600819496876,21.67942752472638,21.646535370683647,21.695872511245312,21.227174305528454,20.939379616595026,9.807808857658127,21.351854654203606,21.524544805948697,21.17916613551637,20.916023401142187,20.92424698322798,615.8903762155511,189.88047648754946,193.07226474202892,117.2339901482757,115.70364483769697,1800,102326.0,294.15,153,131,136,114,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD511,38.73089115570641,38.73089115570641,36.968929307554184,38.93848071564337,38.93848071564337,38.93848071564337,37.232280096787946,37.232280096787946,39.33640904971591,40.447752562071955,40.447752562071955,40.447752562071955,12.22909324184068,26.38717502986033,26.33669260726555,26.404002689211524,25.83185812942553,25.486891160743404,11.935805033059063,25.977291729730688,26.196072731481053,25.766926040125977,25.447172901725516,25.46400083081048,749.8533628206845,231.24615376589713,235.14422692950768,142.67571285834703,140.78726926693278,2600,100523.0,296.15,153,131,136,114,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD512,44.19953276572277,44.19953276572277,42.191526043450665,44.43944848611145,44.43944848611145,44.43944848611145,42.4897780819512,42.4897780819512,44.886136459781895,46.16091030339732,46.16091030339732,46.16091030339732,13.944139693878663,30.08860420554055,30.03847941221514,30.10531273776328,29.462057442125584,29.061075690436702,13.611740852634927,29.624303491980445,29.874950038315358,29.390365163074723,29.022756184984825,29.039464816611506,855.5206102966685,263.9089370332306,268.34842353387626,162.69966918195993,160.5635805476018,3400,102125.0,299.15,153,131,136,114,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD513,32.73717876175062,32.73717876175062,30.797711109034044,31.50632842637322,31.50632842637322,31.50632842637322,31.78481512717088,31.78481512717088,32.68915098738218,32.642581701093626,32.642581701093626,32.642581701093626,10.046375321328107,21.6862938112816,21.64504233621576,21.694545141952485,21.232521844409483,20.94376062202017,9.807775972592365,21.34935405018182,21.5308734021919,21.176085738225613,20.912059454014162,20.928559962472,617.9308279135453,190.79105391165493,194.18652634500484,117.2485390772076,115.70470857967786,1800,103027.0,297.15,153,131,136,114,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD514,39.699934046944946,39.699934046944946,37.35489421462246,38.210620194534904,38.210620194534904,38.210620194534904,38.54569373941711,38.54569373941711,39.64396037069663,39.587086629368336,39.587086629368336,39.587086629368336,12.175538627072791,26.278625130331058,26.228398601631064,26.295367505882208,25.726123160816385,25.382904820207138,11.883720118408425,25.870786185116035,26.088457901028363,25.661487134248343,25.343355231994394,25.36009784262743,749.1780928891166,231.38662289211706,235.49660773763588,142.08695784594065,140.207904413423,2600,101725.0,298.15,153,131,136,114,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD515,45.472834180290484,45.472834180290484,42.78430386737986,43.76919267772508,43.76919267772508,43.76919267772508,44.15180140095314,44.15180140095314,45.40980406652658,45.341202237938724,45.341202237938724,45.341202237938724,13.929784013423399,30.072578599891074,30.0223551180616,30.089320018883527,29.44479821719002,29.04302694748275,13.605090646698102,29.607350595716543,29.858490598681076,29.372951694634338,29.004618937972985,29.021360512484602,857.8462897445052,265.03755026113606,269.737013582249,162.60186291493238,160.46986298618762,3400,101925.0,299.15,153,131,136,114,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD516,32.36352657279792,32.36352657279792,30.893157912529926,32.53199618535213,32.53199618535213,32.53199618535213,32.0490579000517,32.0490579000517,33.85910614282611,34.81554327938313,34.81554327938313,34.81554327938313,10.193405126312898,22.000177780689896,21.958629261300537,22.0167967943981,21.543138202609764,21.252297696303874,9.936628672279657,21.61960024066286,21.802429195033334,21.445081815445295,21.179150682100477,21.18746140304702,631.7548482654447,193.21619961418213,202.40385178107888,118.96444486161506,117.17035200856864,1800,102626.0,298.15,153,145,153,130,130,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD517,38.937241239421446,38.937241239421446,37.16565778273027,39.145295971042366,39.145295971042366,39.145295971042366,38.558688544592215,38.558688544592215,40.73421250918115,41.88746734070828,41.88746734070828,41.88746734070828,12.256733922706593,26.449954680176326,26.40844517036168,26.46655781547031,25.902046858250046,25.545083982537022,11.942717115741841,25.99628327734707,26.21214915644268,25.780420397191367,25.464927847077444,25.47323136606164,759.8885713845547,232.47602817470028,243.5139916204904,143.028822429502,140.86972915986206,2600,102226.0,297.15,153,145,153,130,130,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD518,44.518486114237845,44.518486114237845,42.49297315519506,44.7582681609344,44.7582681609344,44.7582681609344,44.080924465155285,44.080924465155285,46.569526108279206,47.889165572180275,47.889165572180275,47.889165572180275,13.99801033139758,30.21627734581083,30.16664200832759,30.241092096295485,29.58757959362044,29.190513614867882,13.644437543900768,29.69944154507726,29.947646437928334,29.459511607995015,29.095483795889226,29.103759191700888,868.5540167344159,265.8047498664739,278.3988717551306,163.40011499031982,160.9502801224915,3400,103127.0,299.15,153,145,153,130,130,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD519,33.61528595610169,33.61528595610169,31.628877874908603,32.34958279339589,32.34958279339589,32.34958279339589,33.6349347841572,33.6349347841572,34.59049223370451,34.540617554424806,34.540617554424806,34.540617554424806,10.282589807994642,22.195840390268934,22.15340957298533,22.20432764998066,21.729095458869953,21.432078935712056,10.020362135624598,21.807184051978208,21.993895636426533,21.62895953595359,21.365866276189774,21.3743534934613,639.5783755780385,195.90819816729962,205.48221446529334,119.99734181581157,118.190621129634,1800,100824.0,299.15,153,145,153,130,130,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD520,39.99754388116636,39.99754388116636,37.62884866753649,38.496280179074844,38.496280179074844,38.496280179074844,40.01978195996157,40.01978195996157,41.16150903235074,41.100917636280045,41.100917636280045,41.100917636280045,12.22746046666259,26.389364739946704,26.339607696860107,26.405950593146635,25.83373630953196,25.485435421861595,11.913751995786509,25.936128420386094,26.151769427882964,25.720490379283014,25.405326438304666,25.413621282723195,760.8392460005838,233.11277696709374,244.50382586111397,142.6815552280096,140.54108794436644,2600,103027.0,299.15,153,145,153,130,130,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD521,45.824968336823765,45.824968336823765,43.114572376149475,44.10795843918482,44.10795843918482,44.10795843918482,45.850036067779236,45.850036067779236,47.154757769221916,47.08598235552,47.08598235552,47.08598235552,13.997595222522111,30.205355187561885,30.15557440198604,30.22194904976859,29.574814871399987,29.17658517324214,13.64297826006269,29.686987050488305,29.935919331399855,29.44635395744726,29.081259277249384,29.09785364838941,871.4243867702096,267.08838436735147,280.1127769713404,163.33187390648075,160.8913515250369,3400,102826.0,299.15,153,145,153,130,130,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD522,32.3033097115764,32.3033097115764,30.835489867645848,32.473354780506746,32.473354780506746,32.473354780506746,31.32052295792355,31.32052295792355,33.09104594990586,34.02314056043938,34.02314056043938,34.02314056043938,10.113544456109967,21.817313411394633,21.78403536281092,21.833951322252435,21.368072179036986,21.07690114447408,9.790337299830624,21.312387546800917,21.49543118263939,21.145982874489178,20.87973943394146,20.888059895147308,624.1694432883178,192.8621736323189,197.8015135470711,117.99381787607902,115.51193823284888,1800,101825.0,296.15,153,131,140,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD523,39.00338101912911,39.00338101912911,37.230129133374255,39.21178274867791,39.21178274867791,39.21178274867791,37.817229920162205,37.817229920162205,39.95181495057305,41.08295028395861,41.08295028395861,41.08295028395861,12.19700283451355,26.32939173800122,26.279179910927454,26.346129198037232,25.777051243438763,25.433933270479958,11.814227780352283,25.71459413265199,25.932218538426817,25.513708464296,25.19564563925667,25.204016767229465,753.4444645780509,232.87223941766618,238.83512564277328,142.3626881953982,139.37441132221323,2600,100724.0,295.15,153,131,140,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD524,44.008499858677034,44.008499858677034,42.007525701881285,44.24539680310706,44.24539680310706,44.24539680310706,42.669418931030634,42.669418931030634,45.072527295387914,46.35371859013291,46.35371859013291,46.35371859013291,13.753610899822576,29.68736251355013,29.63862295124832,29.703609286747323,29.07001081877683,28.67199051383669,13.326250108366771,29.003389661145913,29.239010240479335,28.767773308790233,28.41029000581525,28.42653843187924,849.9316954968631,262.76071582855656,269.4725209278479,160.5252069839819,157.17325175647673,3400,102926.0,293.15,153,131,140,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD525,33.21367001313927,33.21367001313927,31.248081214260917,31.963419324502485,31.963419324502485,31.963419324502485,32.53094960215096,32.53094960215096,33.45606284969139,33.40662757285849,33.40662757285849,33.40662757285849,10.097466763515976,21.79486249894607,21.753230300581553,21.803190006772045,21.33690245802757,21.053801085920725,9.7822870503212,21.289465479175377,21.464343457898075,21.114589146542762,20.85643846957481,20.8647662202552,625.5148669241471,193.56567921404695,198.7378447725688,117.83945311376394,115.37188982376742,1800,102426.0,298.15,153,131,140,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD526,39.566525309865355,39.566525309865355,37.229223977705985,38.082181330320346,38.082181330320346,38.082181330320346,38.75111456220618,38.75111456220618,39.857615037183535,39.79734131269859,39.79734131269859,39.79734131269859,12.024162293653179,25.94240408246323,25.901627469886655,25.958714066485943,25.40417013131625,25.06166236972157,11.64297951639017,25.34324433614172,25.555309811706067,25.139335868873033,24.829397491893157,24.837554764169163,745.0012488907896,230.60881858839772,236.75186809969168,140.29274041352681,137.3478217891733,2600,103027.0,294.15,153,131,140,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD527,45.319675253641314,45.319675253641314,42.64361393312003,43.62273081731891,43.62273081731891,43.62273081731891,44.39019419568299,44.39019419568299,45.64823950246631,45.58510703711263,45.58510703711263,45.58510703711263,13.758315876446867,29.697106677124367,29.64002536293192,29.713416751710124,29.077349293763504,28.677777998245034,13.32928006988259,29.010448305394334,29.246987045270515,28.773913754117917,28.415037347339574,28.431349110489077,853.1061134902453,264.1511568923594,271.1839490051702,160.5639919602218,157.20701563249398,3400,102526.0,293.15,153,131,140,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD528,32.33752628715888,32.33752628715888,30.860588632779123,32.507725875852856,32.507725875852856,32.507725875852856,31.35420732520626,31.35420732520626,33.12569314680211,34.05833795217794,34.05833795217794,34.05833795217794,10.044628589924484,21.672070992499158,21.630450812278582,21.680396071334396,21.222565905458573,20.931223838125035,9.803894343797657,21.340437281555072,21.515255961363277,21.16562026927111,20.899234108521334,20.91588210237281,623.8896007649055,193.05881883465545,198.00912165374845,117.18133620962023,115.64032406688126,1800,101425.0,295.15,153,131,136,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD529,38.649269973969396,38.649269973969396,36.89398624375866,38.856351344076934,38.856351344076934,38.856351344076934,37.473806655314576,37.473806655314576,39.58751742328436,40.710391351025564,40.710391351025564,40.710391351025564,11.994393812605715,25.886746731236457,25.837504539027513,25.903160982509444,25.34507270206352,25.00037583489036,11.708284874325189,25.486881751660217,25.700287264674838,25.2816847666142,24.969787946018762,24.977996785691793,745.5200630022365,230.76158022392823,236.66630478699022,139.967254602333,138.12492338898502,2600,102025.0,293.15,153,131,136,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD530,44.47800471795873,44.47800471795873,42.45772275651684,44.72090102924554,44.72090102924554,44.72090102924554,43.124583190451276,43.124583190451276,45.55916681884425,46.852062839836314,46.852062839836314,46.852062839836314,13.789979903206817,29.770687601526944,29.72096859845984,29.787260856491176,29.149213055383996,28.75147731913474,13.468518793314985,29.31007414503397,29.550406682308946,29.0697458214567,28.713397788270736,28.72997115265755,857.7526587166731,265.5764352801709,272.3645217192558,160.9695873342035,158.84211438304288,3400,102626.0,298.15,153,131,136,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD531,33.24271825331147,33.24271825331147,31.27691305119698,31.992398250833403,31.992398250833403,31.992398250833403,32.555754776419,32.555754776419,33.48514569586062,33.43298054041085,33.43298054041085,33.43298054041085,10.02418828414467,21.640217549267415,21.598578645921204,21.648546372386125,21.190510349077673,20.899037240631625,9.791666221145702,21.308423713243208,21.48332091586134,21.13352816975782,20.86702228921846,20.88367777963751,625.1038587105442,193.73954431032013,198.89559686993118,117.0010784414287,115.46763908886405,1800,101725.0,296.15,153,131,136,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD532,40.132021268752254,40.132021268752254,37.76071820908375,38.62848674102724,38.62848674102724,38.62848674102724,39.307092444247125,39.307092444247125,40.426816210054476,40.36776792892458,40.36776792892458,40.36776792892458,12.09959848646684,26.10280991694311,26.06092584364317,26.119562900813698,25.56670592865002,25.21489546940894,11.807575627381214,25.703047532607524,25.92085721070911,25.493615823070837,25.18365725766453,25.192035484527665,754.5198133368791,233.91022096966998,240.14430488532247,141.16449854592577,139.3007889359609,2600,101324.0,297.15,153,131,136,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD533,46.29619606423749,46.29619606423749,43.56378817665077,44.56396037084232,44.56396037084232,44.56396037084232,45.34495061095409,45.34495061095409,46.634224395939995,46.56850297668165,46.56850297668165,46.56850297668165,13.94269307831178,30.097454469717498,30.037988034335747,30.114446042510064,29.468785874808184,29.069503434435383,13.613125899963768,29.633722704445997,29.880122002577313,29.387327804126333,29.03047791637429,29.038976239458805,870.192319466611,269.84806141765273,277.0296345478931,162.73087093411866,160.5837525669465,3400,100423.0,299.15,153,131,136,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD534,31.940954526148584,31.940954526148584,30.48757134488342,32.10611187899892,32.10611187899892,32.10611187899892,31.502809495860053,31.502809495860053,33.28600864435398,34.224779479376544,34.224779479376544,34.224779479376544,10.210777172560048,22.031512384537226,21.989619977911904,22.048268946345566,21.57069001237753,21.277442294360124,9.85202909541218,21.439788094800814,21.61576360152215,21.263814254322526,21.004043428142257,21.012423452599037,624.9699548232725,190.68781603417733,198.9659660742037,119.12831078809239,116.18786192679896,1800,102125.0,299.15,153,131,142,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD535,38.45926629352726,38.45926629352726,36.712282754149484,38.66588834454475,38.66588834454475,38.66588834454475,37.9352629085126,37.9352629085126,40.07319518109208,41.20904699457544,41.20904699457544,41.20904699457544,12.282357158602363,26.511453611634334,26.461165915432005,26.5198372593842,25.958278584499535,25.60626322327533,11.84923485267074,25.796241254991745,26.014202678048925,25.58666363537732,25.268108341036644,25.284873251975206,752.3380221236102,229.62848037483826,239.57086198184356,143.33935575282777,139.7993240141006,2600,100223.0,294.15,153,131,142,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD536,43.59091958585157,43.59091958585157,41.605019062553986,43.824879856856306,43.824879856856306,43.824879856856306,42.99356175225718,42.99356175225718,45.422342583102356,46.70896338390515,46.70896338390515,46.70896338390515,13.907972673357559,30.01929524770059,29.97003749197722,30.043921214429453,29.395380162242528,29.00133475026567,13.427516868433433,29.22281370477869,29.460950268535125,28.984681369745775,28.623380784465784,28.639802721647726,852.4949413017378,260.26149780482604,271.5363562393322,162.33794153997303,158.35914571760654,3400,103227.0,297.15,153,131,142,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD537,32.52768706865809,32.52768706865809,30.601029314584608,31.305135136099906,31.305135136099906,31.305135136099906,32.41542784094645,32.41542784094645,33.342232119857705,33.290667482137486,33.290667482137486,33.290667482137486,10.104172358742582,21.79803952254369,21.76511717292918,21.81449961788735,21.345371164393935,21.05731228034409,9.743537312075803,21.216773954272263,21.389635387587937,21.043914110453343,20.780510282707194,20.78874199940969,620.4645242717106,189.57180886020052,198.04509024816304,117.88451211684084,114.96311304650624,1800,102926.0,296.15,153,131,142,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD538,39.377818928395286,39.377818928395286,37.04687318801279,37.90021583086808,37.90021583086808,37.90021583086808,39.23847237500999,39.23847237500999,40.35910257671184,40.29782992071227,40.29782992071227,40.29782992071227,12.217250464834441,26.366950163340523,26.317031307257512,26.38358994945771,25.817832407155294,25.46839888693554,11.787290886653592,25.656953964892605,25.87331641728769,25.4489137883372,25.132695407282455,25.149337324661158,750.852256594372,229.50315853740761,239.72953708886865,142.57105317898103,139.0485077891147,2600,100624.0,293.15,153,131,142,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD539,45.31931584154828,45.31931584154828,42.633756281834025,43.61917986098183,43.61917986098183,43.61917986098183,45.16084098354875,45.16084098354875,46.43986758624741,46.37772860814224,46.37772860814224,46.37772860814224,14.04461188496136,30.318309976438226,30.267914024461767,30.33510892915493,29.68837392122664,29.285223233331195,13.56146336897143,29.511847278688744,29.7554876201513,29.26821127663723,28.906958747176066,28.923760207361838,863.8919333942084,264.1299275478761,275.8947353777716,163.93954196957412,159.9277284989866,3400,101224.0,298.15,153,131,142,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD540,32.364621414349934,32.364621414349934,30.894795182821177,32.53313150778501,32.53313150778501,32.53313150778501,31.379060654566686,31.379060654566686,33.149557085544075,34.088302753228355,34.088302753228355,34.088302753228355,10.217915344105794,22.062380519048105,22.020492966226932,22.07075914547851,21.601611432703923,21.308397657744145,9.900876368772797,21.54566085502312,21.72161258699437,21.36971082856488,21.101598222965983,21.10997712438509,627.4270122412522,193.22343253487608,198.17258665436253,119.2815570653074,116.74943598670623,1800,100423.0,294.15,153,135,145,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD541,38.71589183279806,38.71589183279806,36.95018213268482,38.920297687603146,38.920297687603146,38.920297687603146,37.53485062094361,37.53485062094361,39.65773926060105,40.77866950821112,40.77866950821112,40.77866950821112,12.215661128830769,26.36958345187182,26.328213050246948,26.386130920230514,25.82351220565858,25.4677458438464,11.829018681473247,25.75361744519398,25.96877225381294,25.546738481243505,25.22401220121967,25.240561229415075,750.3598747812555,231.1428588610904,237.06344902712164,142.59084660068504,139.56272029235842,2600,102226.0,296.15,153,135,145,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
