HoV,CAOLH_C66-C68,CAOLH_C68-C70,CAOLH_C70-C72,CAOLH_C72-C74,CAOLH_C74-C76,CAOLH_C76-C78,CAORH_C66-C68,CAORH_C68-C70,CAORH_C70-C72,CAORH_C72-C74,CAORH_C74-C76,CAORH_C76-C78,LAOLH_C66-C68,LAOLH_C68-C70,LAOLH_C70-C72,LAOLH_C72-C74,LAOLH_C74-C76,LAOLH_C76-C78,LAORH_C66-C68,LAORH_C68-C70,LAORH_C70-C72,LAORH_C72-C74,LAORH_C74-C76,LAORH_C76-C78,TZ6_Flow,CAOLH_SumFlow,CAORH_SumFlow,LAOLH_SumFlow,LAORH_SumFlow,MIXP,AMBP,AMBT,R600_HD,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R620_HS1,R620_HS2,R620_HS3,R621_HS1,R621_HS2,R621_HS3,R630_HS1,R631_HS1,R632_HS1,R633_HS1,R634_HS1,R635_HS1,R636_HS1,R637_HS1,R638_HS1,R639_HS1,R640_HS1,R641_HS1
FDDN_ASD213,31.29890507817807,31.29890507817807,29.446273301082414,30.12077311386724,30.12077311386724,30.12077311386724,30.654177207780446,30.654177207780446,31.52556448532202,31.478714567548973,31.478714567548973,31.478714567548973,9.607173614142924,20.726661401711045,20.69380777599844,20.743087250257457,20.291360189102083,20.02032497358611,9.214554764938487,20.064734277441612,20.229025371475025,19.90044455162569,19.654010711306388,19.662225392115044,590.4838756762704,182.40640279904028,187.27006260352982,112.08241520479807,108.72499506890225,1800,102125.0,293.15,148,131,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD214,37.752256136595484,37.752256136595484,35.51661119928262,36.33608729098436,36.33608729098436,36.33608729098436,36.977149306537285,36.977149306537285,38.02576795917954,37.97434241338737,37.97434241338737,37.97434241338737,11.573465723550326,24.987686928584722,24.93821170198323,24.995934777022676,24.45993877487585,24.130098947116675,11.114503614928141,24.18541081066999,24.383362901003217,23.987461155509113,23.690537950758976,23.70703250684041,712.0861249506862,220.02938534542665,225.90309381241624,135.0853368531335,131.06830893970985,2600,101925.0,294.15,148,131,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD215,43.23340229829357,43.23340229829357,40.67270262320802,41.61279639416641,41.61279639416641,41.61279639416641,42.34325031995775,42.34325031995775,43.54456230626917,43.48661678695294,43.48661678695294,43.48661678695294,13.247824110574072,28.59202991568063,28.542574894047444,28.608515157359356,27.998572880533644,27.61942660573,12.716263575950979,27.677569664018854,27.908426386161164,27.454958827818366,27.116923305546642,27.125169582305816,815.2770646150648,251.9778964022944,258.6909133070435,154.60894356392515,149.99931134180184,3400,102526.0,296.15,148,131,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD216,30.7219996105382,30.7219996105382,29.321669143587062,30.88489302652553,30.88489302652553,30.88489302652553,30.304647483164352,30.304647483164352,32.013827969029236,32.91908487230003,32.91908487230003,32.91908487230003,9.710278464562903,20.948171522101635,20.91462119497112,20.96494571085424,20.512024886060484,20.235241877243638,9.476030533814898,20.622261874293617,20.798407311240375,20.454504387345864,20.202868928088726,20.2112570162492,599.8513387033247,183.42034744424006,191.38037755225804,113.28528365579402,111.76533005103266,1800,101024.0,296.15,149,131,136,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD217,36.57164647635146,36.57164647635146,34.90317878724798,36.763418593356455,36.763418593356455,36.763418593356455,36.071746149478614,36.071746149478614,38.109786292477544,39.186499099310886,39.186499099310886,39.186499099310886,11.544323181819593,24.919535589139084,24.87852518685326,24.93593918073343,24.40281291886209,24.06653920565432,11.274670215691549,24.53607128642198,24.741136196553963,24.339209435451536,24.035717470978668,24.04392080519388,713.867904082741,218.33672752002025,227.8127758893674,134.74767526306178,132.97072541029158,2600,102826.0,295.15,149,131,136,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD218,42.3423385943879,42.3423385943879,40.42024862715112,42.571354594235785,42.571354594235785,42.571354594235785,41.76268942484981,41.76268942484981,44.123393172108734,45.36984626857571,45.36984626857571,45.36984626857571,13.35905536932218,28.83258051826923,28.78230370257126,28.849339695697292,28.229261961499034,27.852192055757232,13.042188925215175,28.391577485893944,28.626227551321097,28.1569312656163,27.81334152524847,27.821723395908208,826.3340238784892,252.8189895986343,263.75831082753547,155.90473330311622,153.85199014920317,3400,101525.0,298.15,149,131,136,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD219,31.320613900055715,31.320613900055715,29.46223899625749,30.14025010208226,30.14025010208226,30.14025010208226,31.208119821057778,31.208119821057778,32.09647403624039,32.05234139479381,32.05234139479381,32.05234139479381,9.617096340821515,20.7462929602203,20.71326437087663,20.762806314503642,20.31692873084387,20.03619431029739,9.38648332584132,20.425435923313593,20.598841976442987,20.260287333094144,20.012565230942293,20.020822873270824,596.0909746558216,182.5242171026157,190.66973786273738,112.19258302756334,110.70443666290515,1800,102626.0,296.15,149,131,136,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD220,37.50254918900049,37.50254918900049,35.28746063817015,36.09379020298299,36.09379020298299,36.09379020298299,37.37415675000612,37.37415675000612,38.433459812840425,38.38013480234056,38.38013480234056,38.38013480234056,11.499883991099678,24.823590848318936,24.782738408997808,24.839931268662056,24.308858614550015,23.982048456230554,11.231262261258685,24.441588637649264,24.645863529168864,24.24548522832194,23.943162465280338,23.95950314060762,713.6000241951402,218.57392962512006,228.32217771987436,134.23705158785904,132.46686526228672,2600,103227.0,295.15,149,131,136,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD221,42.9096832428469,42.9096832428469,40.369175377573754,41.29883410286083,41.29883410286083,41.29883410286083,42.760314424031606,42.760314424031606,43.972643363026144,43.9106009684561,43.9106009684561,43.9106009684561,13.150080695635115,28.38148557245368,28.332577961838503,28.405936908867734,27.794597389433832,27.41964780343743,12.841839728220933,27.944336056510963,28.180744881011446,27.724229783655925,27.381848270134054,27.390001821540984,816.2574461610483,250.08504417185006,261.2250751164577,153.4843263316663,151.4630005410743,3400,102626.0,293.15,149,131,136,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD222,31.04318070934964,31.04318070934964,29.634407290413233,31.205295708024213,31.205295708024213,31.205295708024213,29.841520409508675,29.841520409508675,31.52905122191648,32.4165779808783,32.4165779808783,32.4165779808783,9.810774202320419,21.167656858978873,21.133700568549123,21.17614657336744,20.726232935895283,20.446100925311324,9.573697396618597,20.837814817640588,21.016091682872293,20.66802739228863,20.413347054736004,20.42183664902674,601.1899088743592,185.33665583318515,188.4618259835687,114.46061206442246,112.93081499318286,1800,100824.0,299.15,149,131,136,114,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD223,36.97165625579024,36.97165625579024,35.28597661462749,37.16492181116113,37.16492181116113,37.16492181116113,35.537860626731586,35.537860626731586,37.53996433524685,38.60791821872217,38.60791821872217,38.60791821872217,11.675562422157386,25.188921635350056,25.147385601947054,25.205535471952384,24.665576358688863,24.333297801319667,11.394176567893307,24.800597466458203,25.00829108192641,24.601212087394064,24.293829798872316,24.310443916410584,715.7883250149382,220.72405455969135,224.43944024487655,136.21627929141542,134.4085509189549,2600,100824.0,293.15,149,131,136,114,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD224,42.76168518187085,42.76168518187085,40.81874267937087,42.99081072232985,42.99081072232985,42.99081072232985,41.1044667178758,41.1044667178758,43.42336555395047,44.657158101447585,44.657158101447585,44.657158101447585,13.487029386440112,29.12000410101762,29.069181482784092,29.136945227357185,28.51013593345775,28.120505152521503,13.175219475154233,28.665804326610523,28.903002283869995,28.43707884898093,28.08129001442237,28.098231337065155,827.7227460738284,255.31454521010212,259.6037732940448,157.44380128357827,155.36062628610318,3400,100423.0,298.15,149,131,136,114,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD225,31.403922554302888,31.403922554302888,29.543640040734246,30.22218153886466,30.22218153886466,30.22218153886466,30.49101266375744,30.49101266375744,31.35585697147885,31.311535006625885,31.311535006625885,31.311535006625885,9.64193173253108,20.80728969060358,20.76614599180279,20.815519351244024,20.371158888079385,20.09137971309146,9.412112054298206,20.479314309265266,20.65213043867033,20.314727598870448,20.067848251720783,20.076077809315745,592.7861529142986,183.018029765934,186.27248731887138,112.49342536735232,111.00221046214078,1800,102626.0,295.15,149,131,136,114,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD226,38.16663034722324,38.16663034722324,35.90981387551144,36.734796467834244,36.734796467834244,36.734796467834244,37.056356994755156,37.056356994755156,38.11024754991821,38.05489412876174,38.05489412876174,38.05489412876174,11.702815911243391,25.269243685494953,25.218928793038014,25.277631516973457,24.740922683446865,24.40548493405847,11.42711610903134,24.87718398464248,25.086852027842795,24.67590316050272,24.365598710043724,24.382370781397455,720.2651601968901,222.44746397346069,226.38764392571372,136.61502752425517,134.81502477346052,2600,101925.0,299.15,149,131,136,114,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD227,43.73159289321546,43.73159289321546,41.145760497218696,42.0916930111302,42.0916930111302,42.0916930111302,42.46170789866065,42.46170789866065,43.66795673496493,43.60588521892802,43.60588521892802,43.60588521892802,13.402391333452462,28.930536623534234,28.88019127040348,28.947318637742455,28.326395917003378,27.940424181976574,13.085101141634336,28.48056030574158,28.723919222181067,28.25398324415324,27.901536281387113,27.918318478986127,825.0837301443066,254.8840253170402,259.40902818907034,156.42725796411256,154.36341867408345,3400,101725.0,299.15,149,131,136,114,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD228,30.70633910174817,30.70633910174817,29.31192284020708,30.868711386137864,30.868711386137864,30.868711386137864,30.4070034886555,30.4070034886555,32.12540001447434,33.033384712518036,33.033384712518036,33.033384712518036,9.675991192173163,20.87396922408025,20.84143616141262,20.890234763498707,20.442915452823566,20.16639328645135,9.42458661701266,20.51756766365455,20.688374064305393,20.346762760967586,20.094622278004948,20.11088831418065,599.4440381100219,183.330735202117,192.03956112933943,112.89094008043966,111.18280169812579,1800,103127.0,293.15,149,145,153,130,130,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD229,37.368451619568525,37.368451619568525,35.66515622058209,37.56756515816003,37.56756515816003,37.56756515816003,37.00665647451906,37.00665647451906,39.09710855812956,40.199991986028515,40.199991986028515,40.199991986028515,11.765901856770713,25.387366966840336,25.34580511406255,25.403991108556717,24.863696696432388,24.522901769257295,11.46793094765053,24.949383632572182,25.157209516430132,24.749871274286207,24.442293212271398,24.45891790481847,729.3304223994014,223.1047549341992,233.71039746525324,137.28966351192,135.22560648802892,2600,102826.0,299.15,149,145,153,130,130,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD230,42.830001700744994,42.830001700744994,40.879563367307945,43.06137263064047,43.06137263064047,43.06137263064047,42.411407694016184,42.411407694016184,44.80604638079789,46.07562482975371,46.07562482975371,46.07562482975371,13.475370331519903,29.084131409186778,29.03419863024794,29.10077590986565,28.476622325109297,28.085494617095023,13.127771573525703,28.58037847112245,28.813428379965092,28.34733252526371,27.99776572697945,28.00609045529224,835.708781273984,255.72368466071936,267.8557362580914,157.2565932230246,154.87276713214865,3400,101525.0,296.15,149,145,153,130,130,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD231,31.86227993117105,31.86227993117105,29.97939171829668,30.6633370681394,30.6633370681394,30.6633370681394,31.881668233727208,31.881668233727208,32.79041132502653,32.74087189510092,32.74087189510092,32.74087189510092,9.749385978391254,21.04225532846267,21.00079443233315,21.050548460329296,20.60276207653449,20.320825963833265,9.501342839142717,20.67886162293827,20.84472078268445,20.50471254959081,20.255926859554055,20.264219949193762,606.2866831058288,185.69396278505695,194.77636347778372,113.76657223988411,112.04978460310406,1800,102526.0,297.15,149,145,153,130,130,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD232,38.519335824752545,38.519335824752545,36.24391297560609,37.07251632177845,37.07251632177845,37.07251632177845,38.5420497706505,38.5420497706505,39.63877625270434,39.58202771809102,39.58202771809102,39.58202771809102,11.777982575020078,25.414312762223517,25.37250146459375,25.43103669352868,24.887499510809533,24.553019148101725,11.478228222537203,24.982071342741182,25.182783951447302,24.773000599899223,24.471937023622168,24.480300733016872,732.7737665662662,224.50013359044652,235.46895894827838,137.4363521542773,135.36832187326394,2600,101525.0,297.15,149,145,153,130,130,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD233,43.577454320667336,43.577454320667336,41.0021883318378,41.941413435556065,41.941413435556065,41.941413435556065,43.602550078410914,43.602550078410914,44.844479528244506,44.77767572877237,44.77767572877237,44.77767572877237,13.316188541600292,28.731888197818268,28.682938468303078,28.7482050175842,28.13633883384874,27.7529109079326,12.975409124580459,28.238004039229004,28.474621954091656,28.009546541176572,27.658705769644488,27.675023095064038,828.7637246420975,253.98133727984066,266.3826068713835,155.36846996708718,153.03131052378623,3400,103227.0,295.15,149,145,153,130,130,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD234,31.176853074089603,31.176853074089603,29.760709424749614,31.34188028810527,31.34188028810527,31.34188028810527,30.230043302786587,30.230043302786587,31.939113693100367,32.83803712634372,32.83803712634372,32.83803712634372,9.758399527610974,21.064843530467318,21.03121396716006,21.073251558053,20.627666991549077,20.341824716919906,9.456852377411751,20.571102648870685,20.747672396615652,20.41134771545312,20.150699475238497,20.167514391425613,602.455757411725,186.14005643724462,190.9133116777047,113.89720029176033,111.50518900501531,1800,101124.0,297.15,149,131,140,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD235,36.97659736348664,36.97659736348664,35.29605900467231,37.17493302496184,37.17493302496184,37.17493302496184,35.85265778239558,35.85265778239558,37.87677016853505,38.94821188408126,38.94821188408126,38.94821188408126,11.56945425310854,24.969046140624137,24.92007622974272,24.977209762851835,24.44668798432582,24.112057133335973,11.204052108223735,24.38525136512401,24.589328274346105,24.18933802610646,23.887308264998076,23.903633089249105,714.3542168241376,220.77405280653107,226.42672138557003,134.99453150398904,132.15891112804746,2600,102626.0,293.15,149,131,140,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD236,42.76658585001873,42.76658585001873,40.82465265440582,42.9976636172483,42.9976636172483,42.9976636172483,41.46580749949196,41.46580749949196,43.80625945076006,45.04953948298003,45.04953948298003,45.04953948298003,13.367127020775971,28.859192679678046,28.809260980327036,28.875836798193543,28.251696364962065,27.86889572138113,12.953885237935651,28.190976746896037,28.424036560555205,27.95792074384387,27.616659507902092,27.62498452939874,826.0377809967217,255.35081520618814,261.8864928986841,156.0320095653178,152.76846332653162,3400,102226.0,298.15,149,131,140,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD237,31.897581403203173,31.897581403203173,30.013565965613687,30.698204413066108,30.698204413066108,30.698204413066108,31.243391374392875,31.243391374392875,32.13176974375991,32.08442309906204,32.08442309906204,32.08442309906204,9.698766931000495,20.932148176468075,20.898810295522324,20.94881612516725,20.498763455600763,20.223733192257058,9.391498709336522,20.45101627706891,20.617720699187636,20.284313309402418,20.03425964254965,20.0425949978167,600.797605612328,185.90334201121834,190.87182178973177,113.20103817601597,110.82140363536183,1800,101324.0,295.15,149,131,140,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD238,38.19626102161647,38.19626102161647,35.93608378037784,36.76136772220875,36.76136772220875,36.76136772220875,37.40886155704902,37.40886155704902,38.478049663169,38.418691373462174,38.418691373462174,38.418691373462174,11.606150188242022,25.05302989710347,25.003555796230312,25.06127757936362,24.525293562573175,24.195461147946528,11.24522272446494,24.471454631779554,24.669387707392904,24.273524029122065,23.968384424246874,23.984877351815538,719.2221749281716,222.61270899023702,228.55184689765355,135.44476817145915,132.61285086882188,2600,101925.0,294.15,149,131,140,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD239,43.4424231547976,43.4424231547976,40.871769733941186,41.813220051391276,41.813220051391276,41.813220051391276,42.548111286026426,42.548111286026426,43.761639392198,43.6968057519878,43.6968057519878,43.6968057519878,13.191051316428618,28.466491399407744,28.417703316148575,28.49088293813066,27.88103754669517,27.49887579360973,12.779135618361627,27.813558894729667,28.04128018691061,27.58584130996335,27.244266848987646,27.26053135085409,817.815211938152,253.19627619771023,259.94827922021426,153.9460423104205,150.724614209807,3400,103227.0,294.15,149,131,140,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD240,30.87503234736355,30.87503234736355,29.471826911862085,31.03658486599923,31.03658486599923,31.03658486599923,29.935536824133433,29.935536824133433,31.62969003814143,32.52088856914325,32.52088856914325,32.52088856914325,9.589222797061401,20.694387797386366,20.661454982849435,20.710853259282494,20.266268496734547,19.98634803924037,9.359275535880816,20.37445570884528,20.547358933841444,20.20978600406711,19.962782233387507,19.971015913974792,595.7282853009765,184.33164620458686,189.06342939383808,111.90853537255461,110.42467432999696,1800,102926.0,296.15,149,131,136,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD241,37.19789385292221,37.19789385292221,35.50015345042687,37.39546298345485,37.39546298345485,37.39546298345485,36.066586259604094,36.066586259604094,38.09901228783461,39.17863087545652,39.17863087545652,39.17863087545652,11.54851365217389,24.912979980179625,24.871749790629924,24.929471471234244,24.393488424529078,24.06365653752568,11.269163209291433,24.535686291104028,24.733605471153922,24.329525097376145,24.032651392480727,24.040898691468062,717.511797549195,222.08233010663585,227.76807743341237,134.71985985627245,132.94153015287432,2600,102626.0,296.15,149,131,136,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD242,43.28167238116346,43.28167238116346,41.31779228933152,43.516743319939856,43.516743319939856,43.516743319939856,41.96466740471013,41.96466740471013,44.33176426037204,45.591598371256886,45.591598371256886,45.591598371256886,13.42785183660347,28.968566432833054,28.926023796219354,28.98558260547913,28.364501480207228,27.981649417175642,13.106120496476477,28.52929313597004,28.75903553587208,28.29104857849448,27.9421898739608,27.95920623829974,834.7083306226325,258.431367011478,265.03589418356296,156.65417556851787,154.58689385907363,3400,100323.0,299.15,149,131,136,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD243,31.892755184166862,31.892755184166862,30.004142072345903,30.69298708946349,30.69298708946349,30.69298708946349,31.23569658433073,31.23569658433073,32.126480761849294,32.07923583110363,32.07923583110363,32.07923583110363,9.621873795528858,20.767057621216107,20.72546733776339,20.77537660697957,20.334509764718998,20.060010546036015,9.389549801736685,20.443819812608094,20.610194414003463,20.277446662169087,20.027887699485415,20.03620656145132,599.7735957565887,185.8686137090701,190.83558142382165,112.28429567224293,110.78510495145407,1800,101525.0,295.15,149,131,136,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD244,38.35599185975884,38.35599185975884,36.088771267772614,36.916880937964734,36.916880937964734,36.916880937964734,37.56739951778173,37.56739951778173,38.639694518046554,38.579923682022574,38.579923682022574,38.579923682022574,11.56136478659093,24.95943891343367,24.90962539233834,24.96774313806337,24.4363825922826,24.104287384190908,11.288395255898267,24.57125142264697,24.7788298742509,24.371976572939516,24.073065632226733,24.081369535154053,721.1693929008784,223.55139780118446,229.51426459967774,134.9388422068998,133.16488829311643,2600,101925.0,296.15,149,131,136,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD245,44.36077573808086,44.36077573808086,41.74052555307801,42.69787628122909,42.69787628122909,42.69787628122909,43.44699740054954,43.44699740054954,44.68877611250517,44.62143637942211,44.62143637942211,44.62143637942211,13.365274330890044,28.840674659330624,28.78989706663946,28.85760076486456,28.23980674007257,27.85898089462105,13.045238019929764,28.39525042109369,28.632237795492046,28.16672797701353,27.819715778634134,27.836642095756098,833.8508324691352,258.55570587292704,265.44708005187056,155.95223445641832,153.89581208791927,3400,100523.0,298.15,149,131,136,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD246,30.64335040134183,30.64335040134183,29.25095058802636,30.80427462982186,30.80427462982186,30.80427462982186,30.227147875532115,30.227147875532115,31.935906538949634,32.8358319870783,32.8358319870783,32.8358319870783,9.79228397928186,21.141460527540143,21.099639394322054,21.14982571319134,20.69814865624814,20.42212573841071,9.450696242223643,20.575470688751036,20.74278056232212,20.408162287140957,20.14883648805515,20.165566085788996,599.6431698947006,182.95047528017562,190.89769825124878,114.30348400899425,111.49151235428191,1800,102326.0,299.15,149,131,142,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD247,36.53649522141575,36.53649522141575,34.871304354845506,36.72973519005691,36.72973519005691,36.72973519005691,36.03634472737129,36.03634472737129,38.07129341901833,39.148545218901404,39.148545218901404,39.148545218901404,11.67179479706234,25.191676807721272,25.14244702979949,25.199883786962715,24.666546502312656,24.330139874488697,11.263863679727807,24.515445639805662,24.71240783841311,24.310281361880698,24.01484318043047,24.02305059825804,714.7654999951758,218.13350036784774,227.58961853046512,136.2024887983472,132.8398922985158,2600,102426.0,294.15,149,131,142,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD248,42.02389139730389,42.02389139730389,40.11339702858315,42.2513482745571,42.2513482745571,42.2513482745571,41.44736352062227,41.44736352062227,43.78681448115237,45.031436549730046,45.031436549730046,45.031436549730046,13.413511179224313,28.947970658414725,28.898328580835624,28.96451824666278,28.34399831951886,27.963418319699652,12.94542534116029,28.17748597098303,28.409204031920233,27.945771722257685,27.598202395078893,27.614752326744075,821.9136629109495,250.91522464686224,261.7758511715871,156.53174530435598,152.6908417881442,3400,102125.0,296.15,149,131,142,120,120,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD249,31.343480321973047,31.343480321973047,29.48613606582335,30.164022729542868,30.164022729542868,30.164022729542868,31.234698034927508,31.234698034927508,32.12237650698864,32.07529541448259,32.07529541448259,32.07529541448259,9.736796878636046,21.00810793171044,20.96666534095933,21.016397407838525,20.568808712349902,20.286997053355595,9.390014427472902,20.438953567725015,20.61303726405024,20.273159626329914,20.02446948182202,20.032759377011004,597.8389907879504,182.66516489839805,190.8176588202914,113.58377332484984,110.7723937444111,1800,102226.0,296.15,149,131,142,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD250,37.57095946024469,37.57095946024469,35.34697120798732,36.158107847245304,36.158107847245304,36.158107847245304,37.43768445358352,37.43768445358352,38.50321738630095,38.449638744443085,38.449638744443085,38.449638744443085,11.6563561648738,25.16355444088674,25.122466533354345,25.179989009367542,24.637640527063382,24.300731872737227,11.24781281461392,24.486307802821003,24.69178085141779,24.289054175870852,23.98495819483801,24.00139468924663,716.4527632741011,218.9632136702126,228.72750252679728,136.06073854828304,132.70130852880823,2600,101925.0,293.15,149,131,142,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD251,43.05762529519965,43.05762529519965,40.514073333547444,41.44410689677024,41.44410689677024,41.44410689677024,42.90687097700915,42.90687097700915,44.12636616169627,44.063713839538956,44.063713839538956,44.063713839538956,13.352647349535815,28.81401349455714,28.764657591110183,28.830465718598838,28.21352260552404,27.835136372862838,12.887255089003975,28.047960074349806,28.278342278483336,27.817581608095395,27.472015950389068,27.488470490906007,820.8949628720053,250.9616446142575,262.1312496343314,155.81044313218888,151.99162549122758,3400,102025.0,294.15,149,131,142,120,120,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD252,30.985481289685044,30.985481289685044,29.577451749140725,31.147656310179197,31.147656310179197,31.147656310179197,30.042717606707473,30.042717606707473,31.73695074797112,32.63639569897445,32.63639569897445,32.63639569897445,9.78982293780071,21.122538847152995,21.089202779789986,21.139205859390632,20.68084564206113,20.405830584469612,9.474286159315861,20.624864664724587,20.79989378001991,20.458170331586434,20.208129621186895,20.216464541121795,600.7322120659784,184.9913832590484,189.73157305830938,114.22744665066506,111.78180909795549,1800,101324.0,295.15,149,135,145,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD253,37.33502429462747,37.33502429462747,35.63245093843225,37.53217791338889,37.53217791338889,37.53217791338889,36.19773132762001,36.19773132762001,38.23919950373525,39.324051032554024,39.324051032554024,39.324051032554024,11.78485457039545,25.433537554654606,25.391790761032176,25.45023567685843,24.90753693342218,24.56522548897518,11.411124870914167,24.836466965661188,25.045229111720914,24.63605582155919,24.335440444380666,24.343791692004398,723.6471384160698,222.89903326785387,228.60681525663733,137.53318098533802,134.60810890624052,2600,102025.0,298.15,149,135,145,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD254,42.5858417280988,42.5858417280988,40.64971623844132,42.81180811033539,42.81180811033539,42.81180811033539,41.28755252757402,41.28755252757402,43.61607320411553,44.855933873495445,44.855933873495445,44.855933873495445,13.429489885120256,28.98947504143344,28.939804136971393,29.006032260482925,28.38515197653776,28.004351026727107,13.01027777278359,28.316777936427503,28.548622334550792,28.08493744465032,27.737178810058413,27.745460461546443,825.213362992685,254.2568240256451,260.7589798797499,156.75430432727288,153.44325476001706,3400,101024.0,293.15,149,135,145,120,125,75,38,113,75,38,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD255,31.660456305576062,31.660456305576062,29.785118900843283,30.470307579142755,30.470307579142755,30.470307579142755,31.00945006430627,31.00945006430627,31.896147532578933,31.846537599331427,31.846537599331427,31.846537599331427,9.713462458426953,20.969055691746167,20.927852623483933,20.977297258433293,20.532295467925824,20.2521125955592,9.409680237705613,20.476922308999637,20.641756190851,20.312089872623325,20.05660181735206,20.064843644004416,598.3055848757208,184.5169542494237,189.4546604591858,113.37207609557537,110.96189407153605,1800,102125.0,294.15,149,135,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD256,38.31583641880031,38.31583641880031,36.049964293132724,36.87785393326724,36.87785393326724,36.87785393326724,37.52898311966363,37.52898311966363,38.60041520209819,38.540465329183284,38.540465329183284,38.540465329183284,11.74484448275589,25.356847966482285,25.315213317465012,25.373501246159467,24.823935706283525,24.490868411581204,11.380456802254987,24.761409355936344,24.969610944288082,24.56153630776404,24.25340220983377,24.270056968141965,723.8966600784569,223.31519893053505,229.2797774289753,137.10521113072735,134.1964725882192,2600,100924.0,294.15,149,135,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
FDDN_ASD257,43.962122937152365,43.962122937152365,41.36640171762706,42.31438924534998,42.31438924534998,42.31438924534998,43.059816369394085,43.059816369394085,44.28598855020022,44.22217845005267,44.22217845005267,44.22217845005267,13.470401445880501,29.074291349217265,29.024160462752803,29.091001886604662,28.46437190728571,28.080044512779068,13.04727459236965,28.395296594786206,28.62928774512737,28.161309333285274,27.81033052702878,27.827042794373774,830.3807851186192,256.23381532798174,263.0721566391464,157.20427156452,153.87054158697106,3400,101124.0,296.15,149,135,145,120,125,79,39,113,78,39,113,21,21,41,41,41,41,41,41,41,41,41,41
